,audio_path,ground_truth,transcription,inference_time,Semantic_Analysis
16,2024_07_09 09_46_01 E-d4lw.wav,"I would like to try the Beyond Chicken Sandwich Combo with a Buffalo twist, and also the Swai Meal prepared Fajita style. Thank you!",i would like to try the beyond chicken sandwich combo with our fellow twist and also the sweet pjita st thank you,0.0518801212310791,0.8960840597339327
17,2024_07_12 03_36_48 P_F2dg.wav,"I will have the ham and eggs on rye toast, please, along with a side of hash browns. And for my second order, could I also get another serving of ham and eggs but prepared over medium? Thank you!",i will have the ham and eggs on rye toast please along with a side of hash browns and for my second order could i also get another serving of ham and eggs but prepared over medium thank you,0.0538921356201171,1.0
18,2024_07_09 09_24_15 Ud57cA.wav,Could you please serve me a turkey sandwich with cottage cheese on it?,could you please serve me a turkey salad with cotton cheese on it,0.0338766574859619,0.8125462769143081
19,2024_07_09 19_01_30 jpD6Vw.wav,"May I get a Patty Melt on a bagel and also, could you please prepare another one with a wheat bun? Thank you.",may i get a patty melt on a bagel and also could you please prepare another one with a wheat bun thank you,0.0449671745300293,1.0
20,2024_07_09 10_23_13 mPlfgQ.wav,"Could I please have a hot dog topped with Shirley Temple sauce, and on the side, could you also bring me some chocolate milk? Thank you!",could i please have a hot dog topped with shirley temple sauce and on the side could you also bring me some chocolate milk thank you,0.043198823928833,1.0
21,2024_06_28 11_23_03 hEN1IQ.wav,"Could I get a Canadian Bacon, and Super Nachos with veggies?",could i get a canadian bacon and super nachos with veggies,0.0383362770080566,1.0
22,2024_07_11 00_06_13 QTEDDg.wav,May I please have a B.L.T. sandwich with the addition of white cheddar mac and cheese on the side? Thank you!,may i please have a blt sandwich with the addition of white cheddar mac and cheese on the side thank you,0.0378139019012451,1.0
23,2024_06_28 11_42_49 JayBxQ.wav,"I'll have a Sizzinling Beef With Black Pepper Sauce, Hunan Chicken (Spicy), and Pork Chop Sui.",i'll have a sizzling beef with black pepper sauce hunan chicken spicy and pork chop sweet,0.0432140827178955,0.9701651765038724
24,2024_07_15 16_13_15 8BixZQ.wav,"""I will have a classic Patty Melt, and could you please add some crispy potato chips on the side?""",i will have a classic pat meelt and could you please add some crispy potato chips on the side,0.037541389465332,0.9112725635884829
25,2024_07_15 16_21_50 bUHFBA.wav,"I would love to start my meal with a delicious turkey sandwich, one without any sprouts and another on an egg bagel. Could you please prepare those for me?",i would love to start my meal with a delicious turkey sandwich one without any sprouts and another one on egg bageon could you please prepare those for me,0.0472872257232666,0.974273701335738
26,2024_07_09 09_26_31 uXLE2Q.wav,"Please give me the Beyond Chicken Sandwich Combo with BBQ sauce, and also add a Surf 'n Turf featuring Cod. Thank you!",please give me the beyond chicken sandwich combo with barbecue sauce and also add a serfenter feature called thank you,0.0422179698944091,0.8859103098316451
27,2024_07_15 19_35_02 n6_VlA.wav,"I need a perfectly cooked Petrale Sole, and for my appetizer, I would like to try the Dragon Roll. Could you please make sure they are both prepared with care? Thank you!",i need a perfectly cooked petral sole and for my appetizer i would like to try the dragon roll could you please make sure they are both prepared with care thank you,0.0500473976135253,0.9914488713726518
28,2024_06_28 11_12_40 DbcADQ.wav,"Add a Seekh Kebab, and Tandoori Chicken with Large 14"" to my cart.",add a seiefe colorent the whichick can get fourteen inch large to my cart,0.0541374683380126,0.7124695207221968
29,2024_07_09 10_03_35 fysiOg.wav,"Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.",could you please serve me a cheeseburger one topp with tangy blue cheese and another featuring classic american cheese thank you,0.0509476661682128,0.9942083677317278
30,2024_07_09 10_05_41 fxSRjg.wav,"""I would appreciate a large Reuben sandwich made with milk.""",i would appreciate a large reuben sandwich made with milk,0.0399158000946044,1.0
31,2024_07_15 16_25_45 67yegg.wav,"Do you have a Gorgonzola cheese selection on your menu, preferably served atop a freshly baked wheat bread base?",do you have a cor consola cheese selected on your menu prefer to serve atop of fresh baked wheat bread base,0.0503075122833251,0.909206473857688
32,2024_07_30 02_01_44 Vzukvg.wav,"I would like to order a classic hamburger, but instead of the usual bun, I would love it served on a warm, flaky biscuit with some savory gravy on top. Thank you!",i would like to order a classic hamburger but instead of a usual bun i would love it served on a warm flaky biscuit with some savory gravy on top thank you,0.0473616123199462,0.999649582898045
33,2024_07_09 18_53_55 79ej3Q.wav,"I need a B.L.T. sandwich paired with a freshly brewed cup of coffee, and on the side, could I also get some garlic-seasoned sliced turkey? Thank you!",i need a be tea sandwich paired with a freshly brewed cup of coffee and on the side could i also get some garlic seasoned sliced turkey thank you,0.046483039855957,0.9257442240771603
34,2024_07_11 00_43_00 EuduYQ.wav,"Could I get a hamburger with extra mayo on the side, and please make sure there's no tomato in it? Thank you!",could i get a hamburger with extra mayo on it and please make sure there's no tomato in it thank you,0.0343174934387207,0.9952453105250075
35,2024_07_23 15_00_39 JP3Oaw.wav,May I please have a classic ham and eggs breakfast served alongside an assorted fruit plate?,pggies have a classic ham and eggs breakfast served alongside an asserted fruit plate,0.0426959991455078,0.9002419428476034
36,2024_07_07 17_40_59 Pjtm0g.wav,"I will take a Super Quesadilla, please, but instead of the usual ingredients, could you make it with breaded beef as used in your Tortas? I think that combination sounds delicious!",i will take a super cassadillia please but instead of the usual ingredients could you make it with breaded beef as used in your tortas i think that combination sounds delicious,0.0549924373626709,0.9327812371265937
37,2024_06_28 11_47_22 YhiDbA.wav,"I'll have the Cheese Omelette with Toast, and Side Avocado please.",i' have the cheese omelette with toast and s avocado please,0.0372099876403808,0.979108148685341
38,2024_07_30 02_06_01 jtMoUA.wav,"Can I order a surf and turf with a side of quinoa, about 4 oz in size, along with a hearty cheeseburger accompanied by some loaded garlic mashed potatoes?",can i order a surf and turf with a side of quinoa about four ounces in size along with a hearty cheeseburger accompanied by some loaded garlic mashed potatoes,0.0489053726196289,0.997963543639873
39,2024_07_24 12_10_57 p-vibA.wav,"I want to order a chimichanga made with delicious corn tortillas, please.",i want to order ichimiichanga made with delicious corn turty hasps,0.0380260944366455,0.8426480143076407
40,2024_07_12 03_43_18 bpivlw.wav,"I would like to try the Camarones Rancheros served on a crispy corn tortilla, and also could I get a Tostada with some savory refried beans?",i would like to try the cameroons rancheros served on a crispy corn tortilla and also could i get a tostada with some savory refried beans,0.0613062381744384,0.930067004812801
41,2024_07_12 03_39_36 wTgwsQ.wav,"""I would like to start off my meal with a bowl of the Chef's Soup of the Day, please.""",i would like to start off my meal with a bowl of chef's soup of the day please,0.0316576957702636,0.996527034972005
42,2024_07_09 10_06_28 RXv72w.wav,"I will have a cheeseburger with jalapeno sweet heat slaw and a hamburger served on bruschetta avocado toast, please.",i will have a cheeseburger with jalapenos sweet meat slaw and a hamburger served on a bruscietta orcado toast pleasee,0.039900779724121,0.9734827047710931
43,2024_07_12 03_23_16 Ze0w1g.wav,"May I order a cheeseburger topped with creamy avocado and melted cheddar, please?",may i order a cheeseburger topped with creamy avocado and melted cheddar please,0.0442554950714111,1.0
44,2024_07_11 00_32_58 5uRkzQ.wav,"""I will have a hot dog served with an ice-cold refreshing iced tea, and for my second dish, I would like some cheese curds without any sauce.""",i will have a hot dog served with an ice cold refreshing iced tea and for my second dish i would like some cheese curds without any sauce,0.0474097728729248,0.9956726494314393
45,2024_07_09 10_23_39 6553CA.wav,"I need a hamburger with yellow mustard and a hot dog that's not split open, please.",i need a hamburger with yellow mustard and a hotdg let's not split it open please,0.039863109588623,0.946688661005751
46,2024_07_15 16_22_59 kHYpVA.wav,"Could I get a delicious lasagna topped with rich, flavorful marinara sauce?",can i get a delicious lasagna topped with rich flavorful mariana sauce,0.0416295528411865,0.9107088185295135
47,2024_07_30 02_04_03 lGDXAg.wav,"I would love to order a Denver Omelet served with one delicious pancake on the side, please.",i would love to order a denver omelette served with one delicious pancake on the side please,0.0401060581207275,0.9968998390759836
48,2024_07_15 19_43_19 24Dxew.wav,"May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?",may i order a half portion of tandoor chicken prepared in a milder spice blend please,0.0388731956481933,0.9931640601347863
49,2024_07_14 05_49_01 _yveww.wav,"May I get the Plant-Based Nuggets Meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.",may i get the plant based nugget meal please could you add some red bell peppers to it for an extra crunch and flavor thank you,0.0440971851348876,0.9876912950871215
50,2024_07_18 11_38_05 tVRNIA.wav,May I please have a classic cheeseburger accompanied by a side of crispy French fries? Thank you!,may i have a classic cheeseburger accompanied by the side of crispy french fries thank you,0.0338976383209228,0.9959171625143408
51,2024_07_07 17_47_29 3KoD3A.wav,Could you please serve me a Torta Mexicana with Barbacoa filling? Thank you!,could you please serve me a torta mexicana with barbacoa filling thank you,0.0379996299743652,1.0
52,2024_07_18 07_56_37 l-EmFA.wav,"""May I please have a full serving of the antipasto salad and a half portion of Peking Duck?""",may i please have a full serving of the antipesto salad and a half portion of peking duck,0.0382916927337646,0.9636260209171034
53,2024_07_14 06_40_34 OkbEhA.wav,"May I get a pepperoni pizza with BBQ sauce on the side, please? Just a touch of light dressing would be perfect.",may i get a pepperoni pizza with barbecue sauce on the side please just a touch of light dressing would be perfect,0.0482897758483886,0.9827866920344533
54,2024_07_24 13_19_45 VBoUBg.wav,"Could I get the Huevos Rancheros basted, please? Thank you!",could i get the whoueo's ranchers wasted please thank you,0.0370919704437255,0.7712437515573959
55,2024_07_14 21_03_31 zXT4yQ.wav,"Can I have a cheeseburger, please? Just the sandwich as my entree without any sides or extras. Thank you!",can i have a cheeseburger please just a sandwich as my entry without any sides or extract thank you,0.0413398742675781,0.9481672132241967
56,2024_07_30 02_14_06 3oNUpA.wav,Please give me a delicious turkey sandwich accompanied by some savory garlic fries on the side. Thank you!,please give me a delicious turkey sandwich accompanied by some savory garlic fries on the side thank you,0.0409412384033203,1.0
57,2024_07_08 06_23_16 VtV9aA.wav,"I would like to try the Country Sausage and Eggs on a Wheat Toast, please. Thank you!",i would like to try the country sausage and eggs on a white toast please thank you,0.0509302616119384,0.9686195838555973
58,2024_07_10 09_54_43 qJIE1Q.wav,"I would love to order a delicious pastrami sandwich on whole wheat bread, please.",i would love to order delicious pastrami sandwich on whole wheat bread please,0.0437078475952148,0.9988171752220257
59,2024_07_15 19_34_16 -6F8ZA.wav,"May I get a plate of delicious Saag Gosht served with warm, freshly baked Nan bread on the side? And for my drink, could you please bring me a Space Dust IPA to complement the flavors? Thank you.",may i get a plate of delicious sag gosuch served with warm freshly baked nan bread on the side and for my drink could you please bring me a space dust ypa to complimment the flavors thank you,0.0508718490600585,0.9396971068188388
60,2024_06_28 11_15_20 MGwfpQ.wav,"Can I get the Butter Chicken with Large 14"", and Gulab Jamun, please?",can i get butered chicken with large sot in it and without love jam and please,0.038736343383789,0.7850478369017962
61,2024_07_30 02_16_22 6dQkeg.wav,"I want to order the Surf 'n Turf, but instead of the usual sides, I would like it served with a generous portion of quinoa - let's make that an 8-ounce double serving if possible.",i want to order the surfin turf but instead of the usual sides i would like it served with a generous portion of quinoa let's make that an eight ounce double serving if possible,0.0446350574493408,0.9791540162868552
62,2024_07_09 10_30_46 36P_rQ.wav,"I would like to order a delicious piece of grilled salmon, and for my side dish, I would love some creamy white clam chowder in a cup. Thank you!",i would like to order a delicious piece of grill salmoon and for my side i would love some creamy white clam chowder in a cup thank you,0.0446763038635253,0.9120220668551067
63,2024_07_16 16_37_06 WJB4Lg.wav,"I would like to order a cheeseburger accompanied by a side of mozzarella sticks, please.",i would like to order a cheeseburger accompanied by a side of mozro elastics please,0.0365879535675048,0.9091115006324474
64,2024_07_24 13_10_54 rd9xGQ.wav,"I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.",i would like to try a medium sized chicken caesar salad with the classic caesar dressing please,0.0402991771697998,0.9945288857884368
65,2024_07_30 01_58_10 GLjSQg.wav,"May I get a California Benedict with an addition of cottage cheese, and please make sure there are no hash browns included.",may i get a california benedict with an addition of cottage cheese and please make sure there are no hash browns included,0.0374739170074462,0.999999985437757
66,2024_07_09 10_59_28 0O3Eag.wav,"Can I order a delicious Patty Melt accompanied by some crispy Sweet Potato Fries on the side, please?",can i order a delicious pppy melt accompanied by some crispy sweet potato flies on the side please,0.0376439094543457,0.892590587924994
67,2024_07_11 01_01_40 wIZ-IA.wav,"""I would appreciate a hot dog without any mustard on it.""",i would appreciate a hot dog without any mustard on it,0.0432970523834228,1.0
68,2024_07_11 00_43_34 lXXfCA.wav,"""I would love to order a plate of Spaghetti Con Polpette, and could you please add the Side Bolognese Sauce on the side?""",i would love to order a plate of spaghetti cann papaulette and could you please add the side bolognese sauce on the side,0.0402817726135253,0.9519393522799932
69,2024_07_11 00_47_43 Bsl6zg.wav,"I want to order a sandwich with a juicy white-slice turkey, layered with fresh lettuce and tomatoes on whole grain bread.",i want to order a sandwich with a juicy white sliced turkey layered with fresh lettuce and tomatoes on whole grain bread,0.0408747196197509,0.9863540442286686
70,2024_07_11 00_34_29 HfXzmA.wav,"May I get a chimichanga topped with chile colorado, please?",may i get a shimichanga topped with chili colorado please,0.054976463317871,0.9024091432971311
71,2024_06_28 11_22_28 JjhJVA.wav,"Make it a Fish Quesadilla with Mild Sauce, Enchiladas De Mole with Soup cup, and Horchata with Small for me.",make it a fish quesadilla and mild sauce and enchiladas de mole with soup cup and hotchata with small for me,0.0504350662231445,0.9704901794638149
72,2024_07_09 09_21_17 5L0OQQ.wav,"I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an indulgent side of oatmeal brulee. Could you please prepare that for me?",i would like to start my meal with a classic ham and eggs dish but i would love it served alongside an indulgent side of oatmeal brulee could you please prepare that for me,0.0467588901519775,0.9999999827359778
73,2024_07_09 18_56_52 0xXW1A.wav,"May I order a Patty Melt with a Sub Turkey Patty and on the side, could I also have a Cup of Chili? Thank you.",may i order a patty melt with a sub turkey patty and on the side could i also have a cup of chili thank you,0.0372025966644287,1.0
74,2024_07_30 02_13_50 1Ig7qw.wav,"Can you bring me a veggie scramble with no side, and also another one on rye toast? Thank you!",can you bring me a veggie scramble with no side and also another one on rye toast thank you,0.0352051258087158,0.9999999818560276
75,2024_07_12 03_22_23 HJx7Pw.wav,"May I order a pastrami sandwich on rye bread, topped with Swiss cheese and served with a side of raisin nut roll?",may i order a pastrami sandwich on rye bread topped with swiss cheese and served with a side of raisin nut roll,0.0397055149078369,0.9999999862969895
76,2024_07_30 02_21_58 ejpBMg.wav,"I want to order a Buffalo Chicken Sandwich with Marinara Dip, and also please prepare it as a full meal.",i want to order a buffalo chicken sandwich with a marinara dip and also please prepare it as a full meal,0.0401980876922607,0.9994709423903527
77,2024_07_11 00_25_52 4av_6Q.wav,"I will take a turkey sandwich on rye bread, please.",i will take a turkey sandwich on rye bread please,0.0524671077728271,1.0
78,2024_07_11 00_12_38 jd9y7A.wav,"May I get a delicious salami sandwich served on a fresh, crispy onion roll?",may i get a delicious salami sandwich served on a fresh crispy onion roll,0.0376443862915039,0.9999999914929465
79,2024_07_14 06_40_06 7_6Uww.wav,"I would like to order a bottle of Caposaldo Chianti, please. No additional modifiers needed for the wine tonight.",i would like to order a bottle of caposaldo shwati please no additional modifier needed for the wine tonight,0.0445833206176757,0.9602027665308273
80,2024_07_12 03_44_56 Om_Ggw.wav,"I want to order a classic ham and eggs dish served on warm, crusty sourdough toast. Additionally, I would love another serving of the same with a side of fluffy buttermilk biscuits smothered in savory sausage gravy.",i want to order a classic ham and eggs dish served on warm crusty sourdough toast additionally i would love to have another serving of the same with a side of fluffy buttermilk biscuits smothered in savory sausage gravy,0.0552513599395751,0.9988644919272774
81,2024_07_09 12_55_47 KSl-EQ.wav,"I will take the New York Steak and a bowl of Minestrone Soup, please.",i need a ten ounce soay meal and i need uh an eleven ounce soay meal please could you also recommend any side dishes that would pair well with these thanks,0.0468862056732177,0.6736108761754341
82,2024_07_11 00_27_20 2qrULw.wav,"I would like to try the grilled salmon served over a fresh salad, and I would prefer it if you could add some creamy ranch dressing on top. Thank you!",i would like to try the grilled salmon served over a fresh salad i would prefer if you could,0.0376296043395996,0.9242296649958117
83,2024_07_12 03_28_44 k60ezQ.wav,Could I get a hamburger with side yellow mustard and another one served with cherry berry crepes?,could i get a hamburger with side yellow mustard and another one served with cherry berry crepes,0.0459311008453369,0.9999999985024766
84,2024_07_12 03_24_47 2sNDeg.wav,"May I order a super quesadilla without any salsa, please?",may i order a super quesadilla without any salsa please,0.0396769046783447,0.9999999825930026
85,2024_07_30 02_03_19 hVeuOQ.wav,"""May I get a Patty Melt with a side of onions, please?""",may i get a patty melt with a side of onions please,0.0408782958984375,0.9999999864858337
86,2024_07_11 01_02_13 TH4n1Q.wav,"I would like to order a BLT sandwich, but instead of the usual bacon, could you please substitute it with some fresh and healthy vegetables? Also, for my second item, I would love a turkey sandwich on sourdough bread. Thank you!",i would like to order a blt sandwich but instead of the usual bacon could you please substitute it with some fresh and healthy vegetables also for my second item i would love a turkey sandwich on sourdough bread thank you,0.0516755580902099,1.0
87,2024_07_23 14_57_07 8ykxIQ.wav,May I get the California Fries without any additional modifiers? Thank you!,may i get the california fries without any additional modifiers thank you,0.0351829528808593,1.0
88,2024_07_24 06_25_09 2P06gQ.wav,"Can I have a plate of yellowtail sashimi, please? Seven pieces would be perfect. Thank you!",can i have a plate of yellowtailed sashimi please seven pieces would be perfect thank you,0.0379049777984619,0.9976303996280248
89,2024_07_24 06_22_32 JNb7bA.wav,Can you bring me a Turkey Everything Bagel sandwich?,can you bring me a turkey everything bagel sandwich,0.0441784858703613,0.9999999794473462
90,2024_07_12 03_24_03 6r-oxw.wav,"Can I have a hamburger with two fried eggs on top, please?",can i have a hamburger with two fried eggs on top please,0.0382890701293945,0.9999999855076074
91,2024_07_12 03_39_50 QjE58w.wav,"Can I order a turkey sandwich with crispy fries on the side, please?",can i order a turkey sandwich with crispy fries on the side please,0.0352077484130859,0.9999999995176048
92,2024_07_07 17_47_50 GDtXtQ.wav,"I would love to start with the whole steamed seabass, served without any additional ingredients (nan), followed by a bowl of sweet and sour catfish soup. Thank you!",to start with the whole steamed sea bass served without any additional ingredients followed by a bowl of sweet and sour catfish soup thank you,0.0456306934356689,0.9209093874600015
93,2024_07_14 06_41_49 MDSDsA.wav,"Please give me the Lamb Rogan Josh and Saag Corn, both without any additional modifiers. Thank you!",please give me your lamb rogger yosh and sag corn off with the additional modifi thank you,0.0395786762237548,0.8286269988900272
94,2024_07_08 05_03_41 nsn0bg.wav,"I will have the spicy chicken wings, one order with a generous sprinkle of green peppers and another doused in zesty picante sauce. Thank you!",i will have the spicy chicken wings one order with a generous sprinkle of green peppers and another dowousian zesty picanta sauce thank you,0.0442731380462646,0.9867363788808583
95,2024_07_24 00_56_15 mgGXdQ.wav,"I would like some bruschetta topped with a delightful combination of creamy hummus, ripe tomatoes, and fresh avocado slices.",i would like some rschetta topped with delightful combination of creamy hummus ripe tomato and fresh avocado slices,0.0419325828552246,0.9627904732996069
96,2024_07_09 10_23_56 elzJFw.wav,"Do you have a New York Cheesecake served without any plasticware, and could I also get some sliced salami on wheat bread? Thank you.",do you have a new york cheesecake served without any plastic ware and could i also get some sliced slamy on wheatbad thank you,0.0379509925842285,0.9183038324990115
97,2024_07_15 18_13_42 34O1Iw.wav,"May I get a Patty Melt cooked to medium rare, please?",may i get the patty melt cookie to medium rare please,0.0346930027008056,0.9089137330501834
98,2024_07_09 10_25_49 l-F5qQ.wav,"Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.",could you serve me a soy meal with half a serving of red potato mash and also the serf and turf accompanied by another half serving of red potato mash thank you,0.0443751811981201,0.8502913938799386
99,2024_07_11 00_08_44 YAAfPA.wav,"Can I have a Chicken Caesar Salad, but please make sure there are no anchovies in it? Also, could you confirm that the dressing doesn't contain any ice cream? Thank you.",can i have a chicken caesar salad but please make sure there are no anchovies in it also can you reconirm the dressing doesn't contain any ice cream thank you,0.0472221374511718,0.9956145692714496
100,2024_07_30 01_59_33 D6PiCg.wav,"May I please have a plate of boneless wings, half coated in ranch and the other half served plain? Thank you.",may i please have a plate of boneless wings half coated in ranch and the other half served plain thank you,0.0372147560119628,0.9999999861341206
101,2024_07_11 00_54_35 P-82DQ.wav,"""I would love to order a Chef's Salad, but could you please serve it in a full pan? That way I can enjoy every bit of the fresh ingredients.""",i would love to order a chef's salad but could you please serve it in a full pan that way i can enjoy every bit of the fresh ingredients,0.0432245731353759,0.9999999873898032
102,2024_07_09 10_01_51 IMoOgw.wav,"I would love to order a Hawaiian Pizza on a Honey Corn Bagel, please!",i would love to order a hawaiian pizza on a honey corn bakger please,0.0441105365753173,0.9560333497488623
103,2024_07_18 07_55_01 GXr_7w.wav,"I would like to try a hamburger served on a brioche French toast base, please.",i would like to try a hamburger served on a brioche french toast base please,0.040513277053833,1.0
104,2024_07_09 10_22_09 Li6kDg.wav,"Can I order a six-pack of BJ's Brewhouse Blonde, and also add a six-pack of BJ's Committed Double IPA to my selection? Thank you.",can i order a six pack of beejes bluehouse plon and also add a six pack of beejes committed double ipa to my selection thank you,0.0464036464691162,0.9086236345044431
105,2024_07_30 02_15_45 wCR27w.wav,"Can I order a pastrami sandwich on a French roll and another one on wheat bread, please?",can i order a pastrami sandwich on a french roll and another one on wheat bread please,0.0350668430328369,1.0
106,2024_07_30 02_22_37 SW3A6w.wav,"""I will have a Reuben sandwich and a refreshing glass of lemonade, please.""",i will have a reuben sandwich and a refreshing glass of lemonade please,0.0397560596466064,1.0
107,2024_07_11 00_12_21 lF0VQg.wav,"May I order a California Benedict served with French fries, and also a BLT sandwich with a side of small milk?",may i order a california benedict served with french fries and also a bl tea with a side of small milk,0.0377483367919921,0.9377280828589828
108,2024_07_09 10_25_35 lrJnqg.wav,"Can you bring me a classic American-style cheeseburger, please?",would you bring me a classic american style cheeseburger please,0.0307812690734863,0.9873429819936294
109,2024_07_30 02_20_26 9hxCsg.wav,"Can I have the Surf 'n Turf served with a side of Cinnamon Sweet Potato Mash, please? Four ounces would be perfect.",can i have the surf and turf served with a side of cinnamon sweet potato mash please four ounces would be perfect,0.0428838729858398,0.9920812441796467
110,2024_07_15 16_21_09 IbmVzQ.wav,"I would like a hamburger without cheese and an extra-large fries on the side, please.",i would like a hamburger without cheese and an extra large fries on the side please,0.0402569770812988,0.9866706049247115
111,2024_07_14 06_43_18 cxWCBg.wav,"I would love to order a delicious hamburger, and I would like it served with a side of crisp salad tossed in thousand island dressing. Thank you!",i would love to order a delicious hamburry and i would like to serve it with a side of crisp salad tossed in a thousand iceland dressing thank you,0.048802375793457,0.8452483353065898
112,2024_07_09 18_51_55 NWrxvg.wav,"Could I have a California sandwich on sliced multigrain bread, and also a small house salad to accompany it?",can i have a california sandwich on sliced multigrain bread and also a small house salad to accompany it,0.0405547618865966,0.9979002772282562
113,2024_07_01 07_41_15 nqEkaA.wav,"I would like to get a Chicken Teriyaki with Blue Cheese, and Salmon Teriyaki.",i would like to get a chicken teriyaki with blue cheese and salmon teriyaki,0.0392427444458007,1.0
114,2024_06_28 12_20_04 Bb0vMg.wav,"It will be the Cheese (King Kong), Dominga Mimosa Sour, and Barebottle Can for me.",keep going coming minos store or you can for me,0.0357706546783447,0.5592920943033065
115,2024_07_24 06_24_43 vXZFwA.wav,"I need a California sandwich on sliced rye bread and a side of pozole soup, please.",i need a california sandwich on sliced dyry bread and a side of pozle soup please,0.0470590591430664,0.9566395966836426
116,2024_07_08 06_26_34 rZTm6w.wav,"""I would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast.""",i would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast,0.0528466701507568,0.9999999863027932
117,2024_07_09 09_40_46 Gt-v1w.wav,Could you please serve me a chimichanga with ranch dressing on one side and another chimichanga topped with steak? Thank you.,could you please serve me a chimichanga with rank dressing on one side and another chimichanga tofed with steak thank you,0.0360403060913085,0.9726351186620931
