,audio_path,transcript,sentence,normalized_sentence,items
10,items_ordering_audios/2024_07_15 16_20_19 q29mpg.wav,"May I please have a contra skillet with egg whites and on the side just some crispy hash browns, thank you.","May I please have a Country Skillet with egg whites and on the side, some crispy hash browns? Thank you.","May I please have a Country Skillet with egg whites and on the side, some crispy hash browns? Thank you.","{""items"": [{""name"": ""Country Skillet"", ""modifier"": ""with egg whites""}, {""name"": ""crispy hash browns"", ""modifier"": """"}], ""review"": ""May I please have a Country Skillet with egg whites and on the side, some crispy hash browns? Thank you.""}"
11,items_ordering_audios/2024_07_15 16_20_53 zYuDCw.wav,"May I please have a Nashville hot tender box with three Nashville hot wings tenders, as well as a brusetta topped with Tuscan beans and sun-dried tomatoes.","May I please have a Nashville Hot Tender Box with three Nashville hot chicken tenders, as well as the Bruschetta topped with Tuscan beans and sun-dried tomatoes?","May I please have a Nashville Hot Tender Box with three Nashville hot chicken tenders, as well as the Bruschetta topped with Tuscan beans and sun-dried tomatoes?","{""items"": [{""name"": ""Nashville Hot Tender Box"", ""modifier"": """"}, {""name"": ""Nashville hot chicken tenders"", ""modifier"": ""three""}, {""name"": ""Bruschetta topped with Tuscan beans and sun-dried tomatoes"", ""modifier"": """"}], ""review"": ""May I please have a Nashville Hot Tender Box with three Nashville hot chicken tenders, as well as the Bruschetta topped with Tuscan beans and sun-dried tomatoes?""}"
12,items_ordering_audios/2024_07_15 16_21_09 IbmVzQ.wav,"I would like a hamburger without cheese and an extra large fries on the side, please.","I would like a hamburger without cheese and an extra-large fries on the side, please.","I would like a hamburger without cheese and an extra-large fries on the side, please.","{""items"": [{""name"": ""hamburger"", ""modifier"": ""without cheese""}, {""name"": ""extra-large fries"", ""modifier"": """"}], ""review"": ""I would like a hamburger without cheese and an extra-large fries on the side, please.""}"
13,items_ordering_audios/2024_07_15 16_21_50 bUHFBA.wav,"I would love to start my meal with a delicious turkey sandwich, one without any sprouts and another one on egg bagel. Could you please prepare those for me?","I would love to start my meal with a delicious turkey sandwich, one without any sprouts and another on an egg bagel. Could you please prepare those for me?","I would love to start my meal with a delicious turkey sandwich, one without any sprouts and another on an egg bagel. Could you please prepare those for me?","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""without any sprouts""}, {""name"": ""egg bagel"", ""modifier"": """"}], ""review"": ""I would love to start my meal with a delicious turkey sandwich, one without any sprouts and another on an egg bagel. Could you please prepare those for me?""}"
14,items_ordering_audios/2024_07_15 16_22_07 AQvCkQ.wav,Can I order a classic hamburger served with a side of crispy seasoned sweet potato fries?,"Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?","Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?","{""items"": [{""name"": ""classic hamburger"", ""modifier"": """"}, {""name"": ""sweet potato fries"", ""modifier"": ""crispy, seasoned""}], ""review"": ""Can I order a classic hamburger served with a side of crispy, seasoned sweet potato fries?""}"
15,items_ordering_audios/2024_07_15 16_22_23 BeWDsw.wav,"I would like some turkey sandwich without any tomatoes, please. Thank you.","I would like some turkey sandwich without any tomatoes, please. Thank you!","I would like some turkey sandwich without any tomatoes, please. Thank you!","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""without any tomatoes""}], ""review"": ""I would like some turkey sandwich without any tomatoes, please. Thank you!""}"
16,items_ordering_audios/2024_07_15 16_22_59 kHYpVA.wav,Can I get a delicious lasagna topped with rich flavorful mariana sauce?,"Could I get a delicious lasagna topped with rich, flavorful marinara sauce?","Could I get a delicious lasagna topped with rich, flavorful marinara sauce?","{""items"": [{""name"": ""lasagna"", ""modifier"": ""topped with rich, flavorful marinara sauce""}], ""review"": ""Could I get a delicious lasagna topped with rich, flavorful marinara sauce?""}"
17,items_ordering_audios/2024_07_15 16_23_30 9fQesw.wav,"Could I have the grilled salmon served on a fresh salad, tossed it in a delicious, creamy Italian dressing?","Could I have the grilled salmon served over a fresh salad, tossed in a delightful creamy Italian dressing?","Could I have the grilled salmon served over a fresh salad, tossed in a delightful creamy Italian dressing?","{""items"": [{""name"": ""grilled salmon"", ""modifier"": ""served over a fresh salad""}, {""name"": ""creamy Italian dressing"", ""modifier"": """"}], ""review"": ""Could I have the grilled salmon served over a fresh salad, tossed in a delightful creamy Italian dressing?""}"
18,items_ordering_audios/2024_07_15 16_24_18 OXXUqA.wav,I would love to start my day off right with a hearty certain scramble accompanied by a refreshing cold brew coffee.,"""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""","""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.""","{""items"": [{""name"": ""Southern Scramble"", ""modifier"": """"}, {""name"": ""Cold Brew Coffee"", ""modifier"": """"}], ""review"": ""\""I would love to start my day off right with a hearty Southern Scramble accompanied by a refreshing Cold Brew Coffee.\""""}"
19,items_ordering_audios/2024_07_15 16_25_07 Q-7aJQ.wav,May I order a personal size house salad?,"""May I order a personal-sized House Salad?""","""May I order a personal-sized House Salad?""","{""items"": [{""name"": ""House Salad"", ""modifier"": ""personal-sized""}], ""review"": ""\""May I order a personal-sized House Salad?\""""}"
20,items_ordering_audios/2024_07_15 16_25_45 67yegg.wav,Do you have a core console cheese selected on your menu? Preferred serve atop of fresh baked wheat bread base.,"Do you have a Gorgonzola cheese selection on your menu, preferably served atop a freshly baked wheat bread base?","Do you have a Gorgonzola cheese selection on your menu, preferably served atop a freshly baked wheat bread base?","{""items"": [{""name"": ""Gorgonzola cheese"", ""modifier"": """"}, {""name"": ""freshly baked wheat bread"", ""modifier"": ""base""}], ""review"": ""Do you have a Gorgonzola cheese selection on your menu, preferably served atop a freshly baked wheat bread base?""}"
21,items_ordering_audios/2024_07_15 16_26_58 mI1Ygw.wav,Can you bring me a hamburger with all the standard topping please?,"Can you bring me a hamburger with all the standard toppings, please?","Can you bring me a hamburger with all the standard toppings, please?","{""items"": [{""name"": ""hamburger"", ""modifier"": ""with all the standard toppings""}], ""review"": ""Can you bring me a hamburger with all the standard toppings, please?""}"
22,items_ordering_audios/2024_07_15 16_27_39 iAgyFw.wav,"I would appreciate a delicious soup and salad combo, specifically the broccoli cheddar soup paired with a fresh garden salad. Thank you.","I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","{""items"": [{""name"": ""Broccoli Cheddar Soup"", ""modifier"": """"}, {""name"": ""fresh garden salad"", ""modifier"": """"}], ""review"": ""I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!""}"
23,items_ordering_audios/2024_07_15 16_28_22 uIRtmA.wav,Please give me a turkey sandwich on a freshly baked crusty sourdough roll.,"Please give me a turkey sandwich on a freshly baked, crusty sourdough roll.","Please give me a turkey sandwich on a freshly baked, crusty sourdough roll.","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""freshly baked, crusty sourdough roll""}], ""review"": ""Please give me a turkey sandwich on a freshly baked, crusty sourdough roll.""}"
24,items_ordering_audios/2024_07_15 16_28_59 JxfXXA.wav,Do you have a surf and turf served with a side of black beans? And also can I get another portion of surf and turf? But this time accompanied about a six ounce serving of Gwinua.,"Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?","Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?","{""items"": [{""name"": ""Surf 'n Turf"", ""modifier"": ""side of black beans""}, {""name"": ""Surf 'n Turf"", ""modifier"": ""6-ounce serving of quinoa""}], ""review"": ""Do you have the Surf 'n Turf served with a side of black beans, and also can I get another portion of Surf 'n Turf but this time accompanied by a 6-ounce serving of quinoa?""}"
25,items_ordering_audios/2024_07_15 18_10_44 VsE5SQ.wav,Please give me a New York steak served with a side salad that includes blue cheese dressing on the side. Thank you.,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!,Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!,"{""items"": [{""name"": ""New York Steak"", ""modifier"": """"}, {""name"": ""side salad"", ""modifier"": ""blue cheese dressing""}], ""review"": ""Please give me a New York Steak served with a side salad that includes blue cheese dressing on the side. Thank you!""}"
26,items_ordering_audios/2024_07_15 18_11_25 iI6i2A.wav,I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only please.,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.""","""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.""","{""items"": [{""name"": ""classic breakfast"", ""modifier"": ""eggs prepared as whites only""}], ""review"": ""\""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please.\""""}"
27,items_ordering_audios/2024_07_15 18_11_53 PItrXg.wav,I would like to try a medium-sized chicken Caesar salad with a classic Caesar dressing please.,"I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.","I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.","{""items"": [{""name"": ""Chicken Caesar Salad"", ""modifier"": ""medium-sized""}, {""name"": ""classic Caesar dressing"", ""modifier"": """"}], ""review"": ""I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.""}"
28,items_ordering_audios/2024_07_15 18_13_42 34O1Iw.wav,"May I get a petty melt cooked to medium rare, please?","May I get a Patty Melt cooked to medium rare, please?","May I get a Patty Melt cooked to medium rare, please?","{""items"": [{""name"": ""Patty Melt"", ""modifier"": ""cooked to medium rare""}], ""review"": ""May I get a Patty Melt cooked to medium rare, please?""}"
29,items_ordering_audios/2024_07_15 18_14_08 QT5B3Q.wav,Could I have a house salad with oil and vinegar dressing please?,"Could I have a house salad with oil and vinegar dressing, please?","Could I have a house salad with oil and vinegar dressing, please?","{""items"": [{""name"": ""house salad"", ""modifier"": ""oil and vinegar dressing""}], ""review"": ""Could I have a house salad with oil and vinegar dressing, please?""}"
30,items_ordering_audios/2024_07_15 19_31_45 DZsD9w.wav,"Could you please serve me a delicious vegetarian dish, accompanied by a refreshing side salad dressed in a light Italian dressing? Thank you.","Could you please serve me a delicious Vegetarian dish, accompanied by a refreshing side salad dressed in light Italian dressing? Thank you.","Could you please serve me a delicious Vegetarian dish, accompanied by a refreshing side salad dressed in light Italian dressing? Thank you.","{""items"": [{""name"": ""Vegetarian dish"", ""modifier"": """"}, {""name"": ""side salad"", ""modifier"": ""dressed in light Italian dressing""}], ""review"": ""Could you please serve me a delicious Vegetarian dish, accompanied by a refreshing side salad dressed in light Italian dressing? Thank you.""}"
31,items_ordering_audios/2024_07_15 19_34_16 -6F8ZA.wav,"May I get a plate of delicious sag gorsed, served with warm freshly baked namb bread on the side. And for my drink, could you please bring me a space dust IPA to complement the flavors? Thank you.","May I get a plate of delicious Saag Gosht served with warm, freshly baked Nan bread on the side? And for my drink, could you please bring me a Space Dust IPA to complement the flavors? Thank you.","May I get a plate of delicious Saag Gosht served with warm, freshly baked Nan bread on the side? And for my drink, could you please bring me a Space Dust IPA to complement the flavors? Thank you.","{""items"": [{""name"": ""Saag Gosht"", ""modifier"": """"}, {""name"": ""Nan bread"", ""modifier"": ""warm, freshly baked""}, {""name"": ""Space Dust IPA"", ""modifier"": """"}], ""review"": ""May I get a plate of delicious Saag Gosht served with warm, freshly baked Nan bread on the side? And for my drink, could you please bring me a Space Dust IPA to complement the flavors? Thank you.""}"
32,items_ordering_audios/2024_07_15 19_35_02 n6_VlA.wav,I need a perfectly cooked petral sole and for my appetizer I would like to try the Dragon Roll. Could you please make sure they are both prepared with care? Thank you.,"I need a perfectly cooked Petrale Sole, and for my appetizer, I would like to try the Dragon Roll. Could you please make sure they are both prepared with care? Thank you!","I need a perfectly cooked Petrale Sole, and for my appetizer, I would like to try the Dragon Roll. Could you please make sure they are both prepared with care? Thank you!","{""items"": [{""name"": ""Petrale Sole"", ""modifier"": ""perfectly cooked""}, {""name"": ""Dragon Roll"", ""modifier"": """"}], ""review"": ""I need a perfectly cooked Petrale Sole, and for my appetizer, I would like to try the Dragon Roll. Could you please make sure they are both prepared with care? Thank you!""}"
33,items_ordering_audios/2024_07_15 19_36_31 teJY3w.wav,"I need a bowl of miso soup and a house salad with honey mustard dressing on the side. Please, along with some utensils to enjoy my meal comfortably. Thank you.","I need a bowl of miso soup and a house salad with honey mustard dressing on the side, please, along with some utensils to enjoy my meal comfortably. Thank you!","I need a bowl of miso soup and a house salad with honey mustard dressing on the side, please, along with some utensils to enjoy my meal comfortably. Thank you!","{""items"": [{""name"": ""miso soup"", ""modifier"": """"}, {""name"": ""house salad"", ""modifier"": ""honey mustard dressing""}], ""review"": ""I need a bowl of miso soup and a house salad with honey mustard dressing on the side, please, along with some utensils to enjoy my meal comfortably. Thank you!""}"
34,items_ordering_audios/2024_07_15 19_37_05 HXfXzg.wav,"I need a Tostada with green chili pork and a mixed grill served with fries, chili limestone.","I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","{""items"": [{""name"": ""Tostada"", ""modifier"": """"}, {""name"": ""Green Chile Pork"", ""modifier"": """"}, {""name"": ""Mixed Grill"", ""modifier"": """"}, {""name"": ""Fries"", ""modifier"": ""Chili-Lime style""}], ""review"": ""I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.""}"
35,items_ordering_audios/2024_07_15 19_38_02 QUH_kA.wav,"Could I get a clubhouse sandwich accompanied by a side of pasta salad, please?","Could I get a Club House Sandwich accompanied by a side of Pasta Salad, please?","Could I get a Club House Sandwich accompanied by a side of Pasta Salad, please?","{""items"": [{""name"": ""Club House Sandwich"", ""modifier"": """"}, {""name"": ""Pasta Salad"", ""modifier"": ""side""}], ""review"": ""Could I get a Club House Sandwich accompanied by a side of Pasta Salad, please?""}"
36,items_ordering_audios/2024_07_15 19_38_36 Lop3Pg.wav,"I will have the Juvenus Rancheros, but would you please add a side of creamy coated cheese to it? Thank you.","I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.","I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.","{""items"": [{""name"": ""Huevos Rancheros"", ""modifier"": ""side of creamy cottage cheese""}], ""review"": ""I will have the Huevos Rancheros, but could you please add a side of creamy cottage cheese to it? Thank you.""}"
37,items_ordering_audios/2024_07_15 19_39_01 rw_sjg.wav,May I get the Italian sausage served with a side salad dressed in Thousand Island dressing?,"May I get the Italian Sausage served with a side salad, dressed in Thousand Island dressing?","May I get the Italian Sausage served with a side salad, dressed in Thousand Island dressing?","{""items"": [{""name"": ""Italian Sausage"", ""modifier"": """"}, {""name"": ""side salad"", ""modifier"": ""dressed in Thousand Island dressing""}], ""review"": ""May I get the Italian Sausage served with a side salad, dressed in Thousand Island dressing?""}"
38,items_ordering_audios/2024_07_15 19_39_40 Pdn4iw.wav,May I get the patty melt on a French roll and could you also add a side of tomatoes to that?,"May I get a Patty Melt on a French Roll, and could you also add a side of tomatoes to that?","May I get a Patty Melt on a French Roll, and could you also add a side of tomatoes to that?","{""items"": [{""name"": ""Patty Melt"", ""modifier"": """"}, {""name"": ""French Roll"", ""modifier"": """"}, {""name"": ""tomatoes"", ""modifier"": ""side""}], ""review"": ""May I get a Patty Melt on a French Roll, and could you also add a side of tomatoes to that?""}"
39,items_ordering_audios/2024_07_15 19_42_40 bzP1CQ.wav,"I want to order a regular burrito, one with grilled chicken and another with savoury shorizo. Could you please make sure they're both served hot? Thank you.","I want to order a regular burrito, one with grilled chicken and another with savory chorizo. Could you please make sure they're both served hot? Thank you!","I want to order a regular burrito, one with grilled chicken and another with savory chorizo. Could you please make sure they're both served hot? Thank you!","{""items"": [{""name"": ""regular burrito"", ""modifier"": """"}, {""name"": ""grilled chicken"", ""modifier"": ""burrito""}, {""name"": ""savory chorizo"", ""modifier"": ""burrito""}], ""review"": ""I want to order a regular burrito, one with grilled chicken and another with savory chorizo. Could you please make sure they're both served hot? Thank you!""}"
40,items_ordering_audios/2024_07_15 19_43_19 24Dxew.wav,"May I order a half portion of Tandori chicken prepared in a milder spice blend, please?","May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?","May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?","{""items"": [{""name"": ""Tandoori Chicken"", ""modifier"": ""half portion""}, {""name"": ""spice blend"", ""modifier"": ""milder""}], ""review"": ""May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?""}"
41,items_ordering_audios/2024_07_15 19_45_44 1aeUOQ.wav,May I please have a Parmigiana sandwich made with suckland chicken breasts? And also could you prepare the grilled salmonde top with rich garlic butter? Thank you.,"May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.","May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.","{""items"": [{""name"": ""Parmigiana Sandwich"", ""modifier"": ""succulent chicken breast""}, {""name"": ""Grilled Salmon"", ""modifier"": ""rich garlic butter""}], ""review"": ""May I please have a Parmigiana Sandwich made with succulent chicken breast, and also, could you prepare the Grilled Salmon topped with rich garlic butter? Thank you.""}"
42,items_ordering_audios/2024_07_15 19_46_22 js2C-Q.wav,Could I have a well done chicken terriaki and a house salad with onions please?,"""Could I have a well-done chicken teriyaki and a house salad with onions, please?""","""Could I have a well-done chicken teriyaki and a house salad with onions, please?""","{""items"": [{""name"": ""chicken teriyaki"", ""modifier"": ""well-done""}, {""name"": ""house salad"", ""modifier"": ""with onions""}], ""review"": ""\""Could I have a well-done chicken teriyaki and a house salad with onions, please?\""""}"
43,items_ordering_audios/2024_07_15 19_49_27 Uxj29w.wav,Could I get a Parmigana sandwich with a side salad dressed in Thousand Island and also another one of the same but with Caesar dressing on the side?,"Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?","Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?","{""items"": [{""name"": ""Parmigiana Sandwich"", ""modifier"": """"}, {""name"": ""side salad"", ""modifier"": ""Thousand Island""}, {""name"": ""Caesar Dressing"", ""modifier"": ""on the side""}], ""review"": ""Could I get a Parmigiana Sandwich with a side salad dressed in Thousand Island, and also another one of the same but with Caesar Dressing on the side?""}"
44,items_ordering_audios/2024_07_15 19_49_49 NxEN0w.wav,"Could I have a plate of boneless wings with the garlic parmesan flavor, please?","Could I have a plate of boneless wings with the garlic parmesan flavor, please?","Could I have a plate of boneless wings with the garlic parmesan flavor, please?","{""items"": [{""name"": ""boneless wings"", ""modifier"": ""garlic parmesan""}], ""review"": ""Could I have a plate of boneless wings with the garlic parmesan flavor, please?""}"
45,items_ordering_audios/2024_07_15 19_50_23 ULizvA.wav,Can I have a reuben with a side of coffee? And also could you please prepare the buffalo chicken sandwich without any dip? Thank you.,"Can I have a Reuben with a side of coffee, and also, could you please prepare the Buffalo Chicken Sandwich without any dip? Thank you.","Can I have a Reuben with a side of coffee, and also, could you please prepare the Buffalo Chicken Sandwich without any dip? Thank you.","{""items"": [{""name"": ""Reuben"", ""modifier"": """"}, {""name"": ""coffee"", ""modifier"": ""side of""}, {""name"": ""Buffalo Chicken Sandwich"", ""modifier"": ""without any dip""}], ""review"": ""Can I have a Reuben with a side of coffee, and also, could you please prepare the Buffalo Chicken Sandwich without any dip? Thank you.""}"
46,items_ordering_audios/2024_07_15 19_51_09 3Foa2Q.wav,"Can I order a house salad, one dressed in Caesar and another with a thousand island?","Can I order a house salad, one dressed in Caesar and another with Thousand Island?","Can I order a house salad, one dressed in Caesar and another with Thousand Island?","{""items"": [{""name"": ""house salad"", ""modifier"": ""dressed in Caesar""}, {""name"": ""house salad"", ""modifier"": ""with Thousand Island""}], ""review"": ""Can I order a house salad, one dressed in Caesar and another with Thousand Island?""}"
47,items_ordering_audios/2024_07_15 19_52_08 BGfNVw.wav,I would like to try three soaps con aros why friolis please. Could you add the pastor as a modifier for me? Thank you.,"I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!","I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!","{""items"": [{""name"": ""Sopes"", ""modifier"": ""Con Arroz Y Frijoles""}, {""name"": ""Pastor"", ""modifier"": """"}], ""review"": ""I would like to try three Sopes Con Arroz Y Frijoles, please. Could you add the Pastor as a modifier for me? Thank you!""}"
48,items_ordering_audios/2024_07_15 19_52_26 W9fMoQ.wav,"I would love a turkey sandwich with a fried egg on top, please.","""I would love a turkey sandwich with a fried egg on top, please.""","""I would love a turkey sandwich with a fried egg on top, please.""","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""with a fried egg on top""}], ""review"": ""\""I would love a turkey sandwich with a fried egg on top, please.\""""}"
49,items_ordering_audios/2024_07_15 19_53_02 5eag_Q.wav,"I would like to order a veggie skillet, one prepared by boiling and another without any taste seasoning.","""I would like to order a veggie skillet, one prepared by boiling and another without any taste seasoning.""","""I would like to order a veggie skillet, one prepared by boiling and another without any taste seasoning.""","{""items"": [{""name"": ""veggie skillet"", ""modifier"": ""one prepared by boiling""}, {""name"": ""veggie skillet"", ""modifier"": ""without any taste seasoning""}], ""review"": ""\""I would like to order a veggie skillet, one prepared by boiling and another without any taste seasoning.\""""}"
50,items_ordering_audios/2024_07_15 19_53_33 UJoC0Q.wav,Could you please serve me a house salad with palsamic vinegar dressing on the side? Thank you.,Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.,Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.,"{""items"": [{""name"": ""house salad"", ""modifier"": ""balsamic vinaigrette dressing""}], ""review"": ""Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.""}"
