,audio_path,transcript,sentence,normalized_sentence,items
14,items_ordering_audios/2024_07_08 05_54_14 bYZQTA.wav,Could I please have a plate of country sausage and eggs? One order scrambled and the other served sunny side up. Thank you.,"Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.","Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.","{""items"": [{""name"": ""country sausage"", ""modifier"": """"}, {""name"": ""eggs"", ""modifier"": ""one order scrambled and the other served sunny-side up""}], ""review"": ""Could I please have a plate of country sausage and eggs, one order scrambled and the other served sunny-side up? Thank you.""}"
15,items_ordering_audios/2024_07_08 05_54_44 POf5EQ.wav,"Could I get a Coca-Cola zero in a 12-ounce can and a chef sat with Caesar dressing, please?","Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?","Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?","{""items"": [{""name"": ""Coca-Cola Zero"", ""modifier"": ""in a 12 oz can""}, {""name"": ""Chef's Salad"", ""modifier"": ""with Caesar Dressing""}], ""review"": ""Could I get a Coca-Cola Zero in a 12 oz can and a Chef's Salad with Caesar Dressing, please?""}"
16,items_ordering_audios/2024_07_08 06_22_51 4-GR1w.wav,I would like to order a buffalo chicken sandwich served over a fresh salad and also could I get a small portion of garlic bread with cheese on the side.,"I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?","I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?","{""items"": [{""name"": ""buffalo chicken sandwich"", ""modifier"": ""served over a fresh salad""}, {""name"": ""garlic bread"", ""modifier"": ""with cheese on the side""}], ""review"": ""I would like to order a buffalo chicken sandwich served over a fresh salad, and also could I get a small portion of garlic bread with cheese on the side?""}"
17,items_ordering_audios/2024_07_08 06_23_16 VtV9aA.wav,"I would like to try the country sausage and eggs on a white toast. Please, thank you.","I would like to try the Country Sausage and Eggs on a Wheat Toast, please. Thank you!","I would like to try the Country Sausage and Eggs on a Wheat Toast, please. Thank you!","{""items"": [{""name"": ""Country Sausage"", ""modifier"": """"}, {""name"": ""Eggs"", ""modifier"": """"}, {""name"": ""Wheat Toast"", ""modifier"": """"}], ""review"": ""I would like to try the Country Sausage and Eggs on a Wheat Toast, please. Thank you!""}"
18,items_ordering_audios/2024_07_08 06_26_34 rZTm6w.wav,I would love to start off my meal with a side of garlic better adamame and a delightful bowl of fruit alongside the mini breakfast.,"""I would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast.""","""I would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast.""","{""items"": [{""name"": ""garlic butter edamame"", ""modifier"": """"}, {""name"": ""bowl of fruit"", ""modifier"": ""mini""}], ""review"": ""\""I would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast.\""""}"
19,items_ordering_audios/2024_07_08 06_26_58 6B-KMg.wav,Can you bring me a California burger with onion rings and also could I have a small wedge of the same as an appetizer?,"Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?","Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?","{""items"": [{""name"": ""California burger"", ""modifier"": """"}, {""name"": ""onion rings"", ""modifier"": """"}, {""name"": ""wedge"", ""modifier"": ""small""}], ""review"": ""Can you bring me a California burger with onion rings and also, could I have a small wedge of the same as an appetizer?""}"
20,items_ordering_audios/2024_07_08 06_27_16 -EGU9w.wav,I would like to order a single cheeseburger and also could I get a double burger as well?,"I would like to order a single cheeseburger and also, could I get a double burger as well?","I would like to order a single cheeseburger and also, could I get a double burger as well?","{""items"": [{""name"": ""single cheeseburger"", ""modifier"": """"}, {""name"": ""double burger"", ""modifier"": """"}], ""review"": ""I would like to order a single cheeseburger and also, could I get a double burger as well?""}"
21,items_ordering_audios/2024_07_08 06_37_01 dDxg0g.wav,Can I have a patty melt with three pieces of crispy bacon on top please?,"Can I have a Patty Melt with three pieces of crispy bacon on top, please?","Can I have a Patty Melt with three pieces of crispy bacon on top, please?","{""items"": [{""name"": ""Patty Melt"", ""modifier"": ""three pieces of crispy bacon""}], ""review"": ""Can I have a Patty Melt with three pieces of crispy bacon on top, please?""}"
22,items_ordering_audios/2024_07_08 06_38_32 DUJLSg.wav,Could I have a turkey sandwich on an Asiago bagel and another one with Swiss cheese please?,"Could I have a turkey sandwich on an asiago bagel and another one with Swiss cheese, please?","Could I have a turkey sandwich on an asiago bagel and another one with Swiss cheese, please?","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""on an asiago bagel""}, {""name"": ""turkey sandwich"", ""modifier"": ""with Swiss cheese""}], ""review"": ""Could I have a turkey sandwich on an asiago bagel and another one with Swiss cheese, please?""}"
23,items_ordering_audios/2024_07_08 06_39_04 deIDFQ.wav,"I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden brown curly fries.","I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.","I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.","{""items"": [{""name"": ""hamburger"", ""modifier"": ""served on a warm, crispy sourdough toast""}, {""name"": ""curly fries"", ""modifier"": ""golden-brown""}], ""review"": ""I would like to order a delicious hamburger served on a warm, crispy sourdough toast and accompanied by some golden-brown curly fries.""}"
24,items_ordering_audios/2024_07_08 06_39_14 BtEdiQ.wav,Can I have a hamburger with mayonnaise on it?,Can I have a hamburger with mayonnaise on it?,Can I have a hamburger with mayonnaise on it?,"{""items"": [{""name"": ""hamburger"", ""modifier"": ""with mayonnaise""}], ""review"": ""Can I have a hamburger with mayonnaise on it?""}"
25,items_ordering_audios/2024_07_08 09_47_24 5E_39w.wav,"May I get a house salad as a starter to serve one, please?","May I get a house salad as a starter to serve one, please?","May I get a house salad as a starter to serve one, please?","{""items"": [{""name"": ""house salad"", ""modifier"": ""as a starter to serve one""}], ""review"": ""May I get a house salad as a starter to serve one, please?""}"
26,items_ordering_audios/2024_07_09 08_43_05 5FS02w.wav,Could I have a plate of Bucatini Carbonara please? No additional modifiers needed for me today. Thank you.,"Could I have a plate of Bucatini Carbonara, please? No additional modifiers needed for me today. Thank you!","Could I have a plate of Bucatini Carbonara, please? No additional modifiers needed for me today. Thank you!","{""items"": [{""name"": ""Bucatini Carbonara"", ""modifier"": """"}], ""review"": ""Could I have a plate of Bucatini Carbonara, please? No additional modifiers needed for me today. Thank you!""}"
27,items_ordering_audios/2024_07_09 08_46_07 9yCZUQ.wav,Can I order a turkey sandwich on short-dough bread?,Can I order a turkey sandwich on sourdough bread?,Can I order a turkey sandwich on sourdough bread?,"{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""on sourdough bread""}], ""review"": ""Can I order a turkey sandwich on sourdough bread?""}"
28,items_ordering_audios/2024_07_09 09_20_28 wCB-OA.wav,Do you have the surf and turf dish but could I please get it served over a bed of Kinwa and make sure it's about 5 ounces in size? Thank you.,"Do you have the Surf 'n Turf dish, but could I please get it served over a bed of quinoa and make sure it's about 5 oz in size? Thank you.","Do you have the Surf 'n Turf dish, but could I please get it served over a bed of quinoa and make sure it's about 5 oz in size? Thank you.","{""items"": [{""name"": ""Surf 'n Turf"", ""modifier"": ""served over a bed of quinoa""}], ""review"": ""Do you have the Surf 'n Turf dish, but could I please get it served over a bed of quinoa and make sure it's about 5 oz in size? Thank you.""}"
29,items_ordering_audios/2024_07_09 09_21_17 5L0OQQ.wav,"I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an intelligent side of oatmeal brule. Could you please prepare that for me?","I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an indulgent side of oatmeal brulee. Could you please prepare that for me?","I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an indulgent side of oatmeal brulee. Could you please prepare that for me?","{""items"": [{""name"": ""ham and eggs"", ""modifier"": """"}, {""name"": ""oatmeal brulee"", ""modifier"": """"}], ""review"": ""I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an indulgent side of oatmeal brulee. Could you please prepare that for me?""}"
30,items_ordering_audios/2024_07_09 09_24_08 yOZPyg.wav,May I get two pieces of Albuquer Nogiri please.,"May I get two pieces of albacore nigiri, please?","May I get two pieces of albacore nigiri, please?","{""items"": [{""name"": ""albacore nigiri"", ""modifier"": ""two pieces""}], ""review"": ""May I get two pieces of albacore nigiri, please?""}"
31,items_ordering_audios/2024_07_09 09_24_15 Ud57cA.wav,Could you please serve me a turkey sandwich with cotton cheese on there?,Could you please serve me a turkey sandwich with cottage cheese on it?,Could you please serve me a turkey sandwich with cottage cheese on it?,"{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""cottage cheese""}], ""review"": ""Could you please serve me a turkey sandwich with cottage cheese on it?""}"
32,items_ordering_audios/2024_07_09 09_24_47 rQPcmw.wav,Please give me chicken calzone served with a siph fresh crisp cream salad on the side. Thank you.,"Please give me a chicken calzone served with a side of fresh, crisp green salad on the side. Thank you!","Please give me a chicken calzone served with a side of fresh, crisp green salad on the side. Thank you!","{""items"": [{""name"": ""chicken calzone"", ""modifier"": """"}, {""name"": ""fresh, crisp green salad"", ""modifier"": ""side""}], ""review"": ""Please give me a chicken calzone served with a side of fresh, crisp green salad on the side. Thank you!""}"
33,items_ordering_audios/2024_07_09 09_25_21 uiWrmg.wav,"Could you please sir, me Chimmy Changa accompanied by a side of soup. Thank you.",Could you please serve me a chimichanga accompanied by a side of soup? Thank you!,Could you please serve me a chimichanga accompanied by a side of soup? Thank you!,"{""items"": [{""name"": ""chimichanga"", ""modifier"": """"}, {""name"": ""soup"", ""modifier"": ""side""}], ""review"": ""Could you please serve me a chimichanga accompanied by a side of soup? Thank you!""}"
34,items_ordering_audios/2024_07_09 09_26_31 uXLE2Q.wav,Please give me the Beyond Chicken Sandwich combo with barbecue sauce and also add a surf and turf feature cod. Thank you.,"Please give me the Beyond Chicken Sandwich Combo with BBQ sauce, and also add a Surf 'n Turf featuring Cod. Thank you!","Please give me the Beyond Chicken Sandwich Combo with BBQ sauce, and also add a Surf 'n Turf featuring Cod. Thank you!","{""items"": [{""name"": ""Beyond Chicken Sandwich"", ""modifier"": ""Combo""}, {""name"": ""BBQ sauce"", ""modifier"": """"}, {""name"": ""Surf 'n Turf featuring Cod"", ""modifier"": """"}], ""review"": ""Please give me the Beyond Chicken Sandwich Combo with BBQ sauce, and also add a Surf 'n Turf featuring Cod. Thank you!""}"
35,items_ordering_audios/2024_07_09 09_27_02 zE3A1Q.wav,I want to order a grilled Italian sausage served with a side salad and also. Could I get one on an onion roll as well?,"I want to order a grilled Italian Sausage served with a side salad and also, could I get one on an onion roll as well?","I want to order a grilled Italian Sausage served with a side salad and also, could I get one on an onion roll as well?","{""items"": [{""name"": ""grilled Italian Sausage"", ""modifier"": """"}, {""name"": ""side salad"", ""modifier"": """"}, {""name"": ""onion roll"", ""modifier"": ""one""}], ""review"": ""I want to order a grilled Italian Sausage served with a side salad and also, could I get one on an onion roll as well?""}"
36,items_ordering_audios/2024_07_09 09_27_39 fypAaw.wav,"I would appreciate a plate of super nachos, one topped with zesty green, chili pork and other with savory shredded chicken. Thank you.","""I would appreciate a plate of super nachos, one topped with zesty green chile pork and the other with savory shredded chicken. Thank you.""","""I would appreciate a plate of super nachos, one topped with zesty green chile pork and the other with savory shredded chicken. Thank you.""","{""items"": [{""name"": ""super nachos"", ""modifier"": """"}, {""name"": ""zesty green chile pork"", ""modifier"": ""topped""}, {""name"": ""savory shredded chicken"", ""modifier"": ""topped""}], ""review"": ""\""I would appreciate a plate of super nachos, one topped with zesty green chile pork and the other with savory shredded chicken. Thank you.\""""}"
37,items_ordering_audios/2024_07_09 09_28_23 NZAnWQ.wav,Can you bring me a platter of savory salami served on both sourdough and soft sweet rolls? I would love to enjoy the contrasting textures.,Can you bring me a platter of savory salami served on both sourdough and soft sweet rolls? I would love to enjoy the contrasting textures.,Can you bring me a platter of savory salami served on both sourdough and soft sweet rolls? I would love to enjoy the contrasting textures.,"{""items"": [{""name"": ""savory salami"", ""modifier"": """"}, {""name"": ""sourdough"", ""modifier"": ""served on""}, {""name"": ""soft sweet rolls"", ""modifier"": ""served on""}], ""review"": ""Can you bring me a platter of savory salami served on both sourdough and soft sweet rolls? I would love to enjoy the contrasting textures.""}"
38,items_ordering_audios/2024_07_09 09_28_51 Z5wUqw.wav,I need a toaster with green chili pork and mixed grill served with fries chili limestone.,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","{""items"": [{""name"": ""Tostada"", ""modifier"": """"}, {""name"": ""Green Chile Pork"", ""modifier"": """"}, {""name"": ""Mixed Grill"", ""modifier"": """"}, {""name"": ""Fries"", ""modifier"": ""Chili-Lime style""}], ""review"": ""I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.""}"
39,items_ordering_audios/2024_07_09 09_29_19 iYuMnA.wav,I need a toaster with green chili pork and mixed grilled serve with fries chili lime style.,"I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.","{""items"": [{""name"": ""Tostada"", ""modifier"": """"}, {""name"": ""Green Chile Pork"", ""modifier"": """"}, {""name"": ""Mixed Grill"", ""modifier"": """"}, {""name"": ""Fries"", ""modifier"": ""Chili-Lime style""}], ""review"": ""I need a Tostada with Green Chile Pork and a Mixed Grill served with Fries, Chili-Lime style.""}"
40,items_ordering_audios/2024_07_09 09_38_26 cq7HXA.wav,I need a patty melt with a side of fries and another one with the side of mayonnaise place.,"I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.","I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.","{""items"": [{""name"": ""Patty Melt"", ""modifier"": """"}, {""name"": ""fries"", ""modifier"": ""side""}, {""name"": ""mayonnaise"", ""modifier"": ""side""}], ""review"": ""I need a Patty Melt with a side of fries and another one with a side of mayonnaise, please.""}"
41,items_ordering_audios/2024_07_09 09_40_46 Gt-v1w.wav,Could you please serve me a Jimmy Changa with rank dressing on one side and another Jimmy Changa top with steak? Thank you.,Could you please serve me a chimichanga with ranch dressing on one side and another chimichanga topped with steak? Thank you.,Could you please serve me a chimichanga with ranch dressing on one side and another chimichanga topped with steak? Thank you.,"{""items"": [{""name"": ""chimichanga"", ""modifier"": ""with ranch dressing""}, {""name"": ""another chimichanga"", ""modifier"": ""topped with steak""}], ""review"": ""Could you please serve me a chimichanga with ranch dressing on one side and another chimichanga topped with steak? Thank you.""}"
42,items_ordering_audios/2024_07_09 09_43_24 Er3edw.wav,Could I get a hamburger with freshly sliced tomatoes on top please?,"Could I get a hamburger with freshly sliced tomatoes on top, please?","Could I get a hamburger with freshly sliced tomatoes on top, please?","{""items"": [{""name"": ""hamburger"", ""modifier"": ""freshly sliced tomatoes""}], ""review"": ""Could I get a hamburger with freshly sliced tomatoes on top, please?""}"
43,items_ordering_audios/2024_07_09 09_44_04 y2FpOQ.wav,"Can I have your creator Supernatural stock? Genres G with hot sauce, please.","Can I order a plate of super nachos topped generously with hot sauce, please?","Can I order a plate of super nachos topped generously with hot sauce, please?","{""items"": [{""name"": ""super nachos"", ""modifier"": ""topped generously with hot sauce""}], ""review"": ""Can I order a plate of super nachos topped generously with hot sauce, please?""}"
44,items_ordering_audios/2024_07_09 09_44_40 tcearQ.wav,May I please have a veggie skillet one prepared by poaching medium-sized vegetables and another one with a whole host taste on the side?,"May I please have a Veggie Skillet, one prepared by poaching medium-sized vegetables and another with whole wheat toast on the side?","May I please have a Veggie Skillet, one prepared by poaching medium-sized vegetables and another with whole wheat toast on the side?","{""items"": [{""name"": ""Veggie Skillet"", ""modifier"": ""prepared by poaching medium-sized vegetables""}, {""name"": ""whole wheat toast"", ""modifier"": """"}], ""review"": ""May I please have a Veggie Skillet, one prepared by poaching medium-sized vegetables and another with whole wheat toast on the side?""}"
45,items_ordering_audios/2024_07_09 09_45_10 1aejJQ.wav,"I would appreciate our delicious soup and salad combo, specifically the broccoli cheddar soup paired with a fresh garden salad. Thank you.","I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","{""items"": [{""name"": ""Broccoli Cheddar Soup"", ""modifier"": """"}, {""name"": ""fresh garden salad"", ""modifier"": """"}], ""review"": ""I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!""}"
46,items_ordering_audios/2024_07_09 09_45_14 _i2xow.wav,I would like to order a serving of Italian sushi account by a side of crispy chips and also generous caught of 30 Mindstone soup. Thank you.,"I would like to order a serving of Italian Sausage accompanied by a side of crispy chips, and also a generous quart of hearty Minestrone soup. Thank you!","I would like to order a serving of Italian Sausage accompanied by a side of crispy chips, and also a generous quart of hearty Minestrone soup. Thank you!","{""items"": [{""name"": ""Italian Sausage"", ""modifier"": """"}, {""name"": ""crispy chips"", ""modifier"": ""side of""}, {""name"": ""Minestrone soup"", ""modifier"": ""generous quart of hearty""}], ""review"": ""I would like to order a serving of Italian Sausage accompanied by a side of crispy chips, and also a generous quart of hearty Minestrone soup. Thank you!""}"
47,items_ordering_audios/2024_07_09 09_45_49 monrHA.wav,I need a turkey sandwich with extra pickle and another one with fresh lettuce on the side.,"""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""","""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""extra pickles""}, {""name"": ""fresh lettuce"", ""modifier"": """"}], ""review"": ""\""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.\""""}"
48,items_ordering_audios/2024_07_09 09_46_01 E-d4lw.wav,I would like to try the beyond chicken sandwich combo with the buffalo twist and also the swing meal prepared Fajita style. Thank you.,"I would like to try the Beyond Chicken Sandwich Combo with a Buffalo twist, and also the Swai Meal prepared Fajita style. Thank you!","I would like to try the Beyond Chicken Sandwich Combo with a Buffalo twist, and also the Swai Meal prepared Fajita style. Thank you!","{""items"": [{""name"": ""Beyond Chicken Sandwich"", ""modifier"": ""Combo with a Buffalo twist""}, {""name"": ""Swai Meal"", ""modifier"": ""prepared Fajita style""}], ""review"": ""I would like to try the Beyond Chicken Sandwich Combo with a Buffalo twist, and also the Swai Meal prepared Fajita style. Thank you!""}"
49,items_ordering_audios/2024_07_09 09_46_09 pBXRSA.wav,I would appreciate a delicious soup and salad combo specifically the broccoli cheddar soup paid with a fresh garden salad. Thank you.,"I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!","{""items"": [{""name"": ""Broccoli Cheddar Soup"", ""modifier"": """"}, {""name"": ""fresh garden salad"", ""modifier"": """"}], ""review"": ""I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!""}"
50,items_ordering_audios/2024_07_09 09_46_36 YpGK3Q.wav,Can I have a hot dog on a sub-seasor bun?,Can I have a hot dog on a Sub Caesar bun?,Can I have a hot dog on a Sub Caesar bun?,"{""items"": [{""name"": ""hot dog"", ""modifier"": """"}, {""name"": ""Sub Caesar bun"", ""modifier"": """"}], ""review"": ""Can I have a hot dog on a Sub Caesar bun?""}"
