,audio_path,transcript,sentence,normalized_sentence,items
10,items_ordering_audios/2024_07_10 12_36_41 E3rjqA.wav,Just for the testing purposes of pen testing. Nothing else.,"""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Everything Bagel"", ""modifier"": """"}, {""name"": ""Pickled Cornichon Bagel"", ""modifier"": """"}], ""review"": ""\""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?\""""}"
11,items_ordering_audios/2024_07_10 12_37_39 k93rOg.wav,Just for the testing purposes of pen testing. Nothing else.,"""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Everything Bagel"", ""modifier"": """"}, {""name"": ""Pickled Cornichon Bagel"", ""modifier"": """"}], ""review"": ""\""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?\""""}"
12,items_ordering_audios/2024_07_10 12_38_56 yq6wmg.wav,Just for the testing purposes of pen testing. Nothing else.,"""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Everything Bagel"", ""modifier"": """"}, {""name"": ""Pickled Cornichon Bagel"", ""modifier"": """"}], ""review"": ""\""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?\""""}"
13,items_ordering_audios/2024_07_10 12_39_00 TwAxPg.wav,Just for the testing purposes of pen testing. Nothing else.,"""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Everything Bagel"", ""modifier"": """"}, {""name"": ""Pickled Cornichon Bagel"", ""modifier"": """"}], ""review"": ""\""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?\""""}"
14,items_ordering_audios/2024_07_10 12_39_04 FHl5qA.wav,Just for the testing purposes of pen testing. Nothing else.,"""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?""","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": """"}, {""name"": ""Everything Bagel"", ""modifier"": """"}, {""name"": ""Pickled Cornichon Bagel"", ""modifier"": """"}], ""review"": ""\""I will have a Hawaiian Pizza on an Everything Bagel and also, could I get another one with a Pickled Cornichon Bagel?\""""}"
15,items_ordering_audios/2024_07_10 14_24_30 jc6R1Q.wav,P,"I would like to try a comforting bowl of homemade tomato soup, please.","I would like to try a comforting bowl of homemade tomato soup, please.","{""items"": [{""name"": ""homemade tomato soup"", ""modifier"": """"}], ""review"": ""I would like to try a comforting bowl of homemade tomato soup, please.""}"
16,items_ordering_audios/2024_07_11 00_00_57 FfRnPw.wav,Do it again. May I please have a plate of super nachos topped with both pinto and black beans. Thank you.,May I please have a plate of super nachos topped with both pinto and black beans? Thank you.,May I please have a plate of super nachos topped with both pinto and black beans? Thank you.,"{""items"": [{""name"": ""super nachos"", ""modifier"": ""topped with both pinto and black beans""}], ""review"": ""May I please have a plate of super nachos topped with both pinto and black beans? Thank you.""}"
17,items_ordering_audios/2024_07_11 00_01_31 dFmPBw.wav,I would appreciate a plate of country sausage and eggs cooked over easy served on a slice of warm sourdough bread. Thank you.,"""I would appreciate a plate of Country Sausage and Eggs, cooked 'over easy', served on a slice of warm sourdough bread. Thank you.""","""I would appreciate a plate of Country Sausage and Eggs, cooked 'over easy', served on a slice of warm sourdough bread. Thank you.""","{""items"": [{""name"": ""Country Sausage"", ""modifier"": """"}, {""name"": ""Eggs, cooked 'over easy'"", ""modifier"": ""cooked 'over easy'""}, {""name"": ""slice of warm sourdough bread"", ""modifier"": ""warm""}], ""review"": ""\""I would appreciate a plate of Country Sausage and Eggs, cooked 'over easy', served on a slice of warm sourdough bread. Thank you.\""""}"
18,items_ordering_audios/2024_07_11 00_01_58 fAtZzw.wav,Can I order a super cassidia made with flour tortillas please?,"Can I order a Super Quesadilla made with flour tortillas, please?","Can I order a Super Quesadilla made with flour tortillas, please?","{""items"": [{""name"": ""Super Quesadilla"", ""modifier"": ""flour tortillas""}], ""review"": ""Can I order a Super Quesadilla made with flour tortillas, please?""}"
19,items_ordering_audios/2024_07_11 00_02_55 OcZevg.wav,I would appreciate a hot dog served with a refreshing glass of lemonade and also another one without any drink.,"""I would appreciate a hot dog served with a refreshing glass of lemonade, and also another one without any drink.""","""I would appreciate a hot dog served with a refreshing glass of lemonade, and also another one without any drink.""","{""items"": [{""name"": ""hot dog"", ""modifier"": ""served with a refreshing glass of lemonade""}, {""name"": ""lemonade"", ""modifier"": """"}, {""name"": ""another one"", ""modifier"": ""without any drink""}], ""review"": ""\""I would appreciate a hot dog served with a refreshing glass of lemonade, and also another one without any drink.\""""}"
20,items_ordering_audios/2024_07_11 00_03_28 8PuRBw.wav,Could I have a turkey sandwich on a raisin nut roll and also a Hammond Swiss with a soft French bun?,"Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?","Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""on a raisin nut roll""}, {""name"": ""ham & Swiss"", ""modifier"": ""with a soft French bun""}], ""review"": ""Could I have a turkey sandwich on a raisin nut roll, and also a ham & Swiss with a soft French bun?""}"
21,items_ordering_audios/2024_07_11 00_04_05 GudBDw.wav,Please give me a plate of ham and eggs on whole white toast along with another one on whole wheat. Thank you.,"Please give me a plate of ham and eggs on whole white toast, along with another one on whole wheat. Thank you!","Please give me a plate of ham and eggs on whole white toast, along with another one on whole wheat. Thank you!","{""items"": [{""name"": ""ham and eggs"", ""modifier"": ""on whole white toast""}, {""name"": ""ham and eggs"", ""modifier"": ""on whole wheat""}], ""review"": ""Please give me a plate of ham and eggs on whole white toast, along with another one on whole wheat. Thank you!""}"
22,items_ordering_audios/2024_07_11 00_05_14 C6FVBg.wav,"I would love to start off with a delicious Chimichonga, but could you please add some tangy blue cheese on top? And for my main course, I would like the enchilise de moly served with a side of zesty, Thousand Island dressing.","I would love to start off with a delicious Chimichanga, but could you please add some tangy Blue Cheese on top? And for my main course, I would like the Enchiladas de Mole served with a side of zesty Thousand Island dressing.","I would love to start off with a delicious Chimichanga, but could you please add some tangy Blue Cheese on top? And for my main course, I would like the Enchiladas de Mole served with a side of zesty Thousand Island dressing.","{""items"": [{""name"": ""Chimichanga"", ""modifier"": ""tangy Blue Cheese""}, {""name"": ""Enchiladas de Mole"", ""modifier"": ""zesty Thousand Island dressing""}], ""review"": ""I would love to start off with a delicious Chimichanga, but could you please add some tangy Blue Cheese on top? And for my main course, I would like the Enchiladas de Mole served with a side of zesty Thousand Island dressing.""}"
23,items_ordering_audios/2024_07_11 00_05_35 6yXgNA.wav,"May I order a plate of bone and wings please? No sauce or dry rub on them, just a natural flavor. Thank you.","May I order a plate of bone-in wings, please? No sauce or dry rub on them, just the natural flavor. Thank you!","May I order a plate of bone-in wings, please? No sauce or dry rub on them, just the natural flavor. Thank you!","{""items"": [{""name"": ""bone-in wings"", ""modifier"": ""no sauce or dry rub""}], ""review"": ""May I order a plate of bone-in wings, please? No sauce or dry rub on them, just the natural flavor. Thank you!""}"
24,items_ordering_audios/2024_07_11 00_06_13 QTEDDg.wav,May I please have a BLT sandwich with the addition of white cheddar mac and cheese on the side? Thank you.,May I please have a B.L.T. sandwich with the addition of white cheddar mac and cheese on the side? Thank you!,May I please have a B.L.T. sandwich with the addition of white cheddar mac and cheese on the side? Thank you!,"{""items"": [{""name"": ""B.L.T. sandwich"", ""modifier"": """"}, {""name"": ""white cheddar mac and cheese"", ""modifier"": """"}], ""review"": ""May I please have a B.L.T. sandwich with the addition of white cheddar mac and cheese on the side? Thank you!""}"
25,items_ordering_audios/2024_07_11 00_06_16 OB8r_g.wav,I would like to order a plate of delicious veal parmesan served with cheese raviolis and also an Italian sausage wrapped in a warm sourdough roll. Thank you.,"I would like to order a plate of delicious Veal Parmigiana served with Cheese Ravioli, and also an Italian Sausage wrapped in a warm Sourdough Roll. Thank you!","I would like to order a plate of delicious Veal Parmigiana served with Cheese Ravioli, and also an Italian Sausage wrapped in a warm Sourdough Roll. Thank you!","{""items"": [{""name"": ""Veal Parmigiana"", ""modifier"": """"}, {""name"": ""Cheese Ravioli"", ""modifier"": """"}, {""name"": ""Italian Sausage"", ""modifier"": ""wrapped in a warm Sourdough Roll""}], ""review"": ""I would like to order a plate of delicious Veal Parmigiana served with Cheese Ravioli, and also an Italian Sausage wrapped in a warm Sourdough Roll. Thank you!""}"
26,items_ordering_audios/2024_07_11 00_06_29 vR-ufA.wav,"I will have the boneless wings without any sauce or a dry rub, please.","I will have the boneless wings without any sauce or a dry rub, please.","I will have the boneless wings without any sauce or a dry rub, please.","{""items"": [{""name"": ""boneless wings"", ""modifier"": ""without any sauce or a dry rub""}], ""review"": ""I will have the boneless wings without any sauce or a dry rub, please.""}"
27,items_ordering_audios/2024_07_11 00_06_40 haQDRg.wav,I would love to order a veggie scramble served on an English muffin please.,"I would love to order a Veggie Scramble served on an English Muffin, please.","I would love to order a Veggie Scramble served on an English Muffin, please.","{""items"": [{""name"": ""Veggie Scramble"", ""modifier"": ""served on an English Muffin""}], ""review"": ""I would love to order a Veggie Scramble served on an English Muffin, please.""}"
28,items_ordering_audios/2024_07_11 00_07_05 ONDPWA.wav,"I want to order a super cassidia with carne asada, which is grilled steak. Could you please make sure it is well seasoned and served hot? Thank you.","I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!","I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!","{""items"": [{""name"": ""Super Quesadilla"", ""modifier"": """"}, {""name"": ""Carne Asada"", ""modifier"": ""grilled steak""}], ""review"": ""I want to order a Super Quesadilla with Carne Asada, which is grilled steak. Could you please make sure it's well-seasoned and served hot? Thank you!""}"
29,items_ordering_audios/2024_07_11 00_07_26 kxY6-A.wav,I want to order a delicious boisenberry pie.,"""I want to order a delicious boysenberry pie.""","""I want to order a delicious boysenberry pie.""","{""items"": [{""name"": ""boysenberry pie"", ""modifier"": ""delicious""}], ""review"": ""\""I want to order a delicious boysenberry pie.\""""}"
30,items_ordering_audios/2024_07_11 00_08_02 rz-T7g.wav,I will have a veggie scramble served with tater tots and a veggie skillet please. Could you also make sure to poach the eggs in the skillets so they are nice and soft? Thank you.,"I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!","I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!","{""items"": [{""name"": ""Veggie Scramble"", ""modifier"": """"}, {""name"": ""Tater-Tots"", ""modifier"": """"}, {""name"": ""Veggie Skillet"", ""modifier"": ""eggs""}], ""review"": ""I will have the Veggie Scramble served with Tater-Tots and a Veggie Skillet, please. Could you also make sure to poach the eggs in the skillet so they are nice and soft? Thank you!""}"
31,items_ordering_audios/2024_07_11 00_08_06 0YOCZQ.wav,May I order a turkey sandwich on whole wheat bread and another one on whole wheat slices please?,"May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?","May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?","{""items"": [{""name"": ""Turkey sandwich"", ""modifier"": ""on whole wheat bread""}, {""name"": ""Turkey sandwich"", ""modifier"": ""on wheat slices""}], ""review"": ""May I order a Turkey sandwich on whole wheat bread and another one on wheat slices, please?""}"
32,items_ordering_audios/2024_07_11 00_08_44 YAAfPA.wav,"Can I have a chicken Caesar salad, but please make sure there are no anchovies in it? Also, can you reconfirm the dressing doesn't contain any ice cream? Thank you.","Can I have a Chicken Caesar Salad, but please make sure there are no anchovies in it? Also, could you confirm that the dressing doesn't contain any ice cream? Thank you.","Can I have a Chicken Caesar Salad, but please make sure there are no anchovies in it? Also, could you confirm that the dressing doesn't contain any ice cream? Thank you.","{""items"": [{""name"": ""Chicken Caesar Salad"", ""modifier"": ""no anchovies""}, {""name"": ""dressing"", ""modifier"": ""ice cream""}], ""review"": ""Can I have a Chicken Caesar Salad, but please make sure there are no anchovies in it? Also, could you confirm that the dressing doesn't contain any ice cream? Thank you.""}"
33,items_ordering_audios/2024_07_11 00_09_10 k6h2ZQ.wav,Can I order a Rubin sandwich served with a side of cold brewed coffee please?,"Can I order a Reuben sandwich served with a side of cold brew coffee, please?","Can I order a Reuben sandwich served with a side of cold brew coffee, please?","{""items"": [{""name"": ""Reuben sandwich"", ""modifier"": """"}, {""name"": ""cold brew coffee"", ""modifier"": ""side""}], ""review"": ""Can I order a Reuben sandwich served with a side of cold brew coffee, please?""}"
34,items_ordering_audios/2024_07_11 00_09_58 MoS-iA.wav,Can you bring me a mixed grill seasoned with Thai spices and accompanied by Brussels sprouts on the side?,Can you bring me a mixed grill seasoned with Thai spices and accompanied by Brussels sprouts on the side?,Can you bring me a mixed grill seasoned with Thai spices and accompanied by Brussels sprouts on the side?,"{""items"": [{""name"": ""mixed grill"", ""modifier"": ""seasoned with Thai spices""}, {""name"": ""Brussels sprouts"", ""modifier"": """"}], ""review"": ""Can you bring me a mixed grill seasoned with Thai spices and accompanied by Brussels sprouts on the side?""}"
35,items_ordering_audios/2024_07_11 00_10_15 mzp5cw.wav,I will have a patty melt and could you please add a side of salad with ranch dressing?,"""I will have a Patty Melt, and could you please add a side of salad with ranch dressing?""","""I will have a Patty Melt, and could you please add a side of salad with ranch dressing?""","{""items"": [{""name"": ""Patty Melt"", ""modifier"": """"}, {""name"": ""salad"", ""modifier"": ""ranch dressing""}], ""review"": ""\""I will have a Patty Melt, and could you please add a side of salad with ranch dressing?\""""}"
36,items_ordering_audios/2024_07_11 00_10_29 cbpIJg.wav,Can I have a hot dog on a sub-ceaser bun?,Can I have a hot dog on a Sub Caesar bun?,Can I have a hot dog on a Sub Caesar bun?,"{""items"": [{""name"": ""hot dog"", ""modifier"": """"}, {""name"": ""Sub Caesar bun"", ""modifier"": """"}], ""review"": ""Can I have a hot dog on a Sub Caesar bun?""}"
37,items_ordering_audios/2024_07_11 00_11_49 JnJyGg.wav,I would like to order a plate of boneless wings prepared in the Polynesian style and also a serving of bone in wings with that delicious smoky barbecue flavor. Thank you.,"I would like to order a plate of boneless wings prepared in the Polynesian style, and also a serving of bone-in wings with that delicious Smoky BBQ flavor. Thank you!","I would like to order a plate of boneless wings prepared in the Polynesian style, and also a serving of bone-in wings with that delicious Smoky BBQ flavor. Thank you!","{""items"": [{""name"": ""boneless wings"", ""modifier"": ""Polynesian style""}, {""name"": ""bone-in wings"", ""modifier"": ""Smoky BBQ flavor""}], ""review"": ""I would like to order a plate of boneless wings prepared in the Polynesian style, and also a serving of bone-in wings with that delicious Smoky BBQ flavor. Thank you!""}"
38,items_ordering_audios/2024_07_11 00_12_21 lF0VQg.wav,May I order a California Benedict served with French fries and also a BLT with a side of small milk?,"May I order a California Benedict served with French fries, and also a BLT sandwich with a side of small milk?","May I order a California Benedict served with French fries, and also a BLT sandwich with a side of small milk?","{""items"": [{""name"": ""California Benedict"", ""modifier"": """"}, {""name"": ""French fries"", ""modifier"": """"}, {""name"": ""BLT sandwich"", ""modifier"": """"}, {""name"": ""small milk"", ""modifier"": """"}], ""review"": ""May I order a California Benedict served with French fries, and also a BLT sandwich with a side of small milk?""}"
39,items_ordering_audios/2024_07_11 00_12_38 jd9y7A.wav,"May I get a delicious salami sandwich served on a fresh, crispy onion roll?","May I get a delicious salami sandwich served on a fresh, crispy onion roll?","May I get a delicious salami sandwich served on a fresh, crispy onion roll?","{""items"": [{""name"": ""salami sandwich"", ""modifier"": ""on a fresh, crispy onion roll""}], ""review"": ""May I get a delicious salami sandwich served on a fresh, crispy onion roll?""}"
40,items_ordering_audios/2024_07_11 00_13_19 5b7lqQ.wav,I would love to order a Mr. Pib soda and a classic breakfast without any bread please.,"""I would love to order a Mr. Pibb soda and a classic breakfast without any bread, please.""","""I would love to order a Mr. Pibb soda and a classic breakfast without any bread, please.""","{""items"": [{""name"": ""Mr. Pibb soda"", ""modifier"": """"}, {""name"": ""classic breakfast"", ""modifier"": ""without any bread""}], ""review"": ""\""I would love to order a Mr. Pibb soda and a classic breakfast without any bread, please.\""""}"
41,items_ordering_audios/2024_07_11 00_16_36 kW5LxQ.wav,I will like to try three chicken enchiladas and regular orange pink shake. Please.,"I would like to try three chicken enchiladas and a regular orange cream shake, please.","I would like to try three chicken enchiladas and a regular orange cream shake, please.","{""items"": [{""name"": ""chicken enchiladas"", ""modifier"": ""three""}, {""name"": ""orange cream shake"", ""modifier"": ""regular""}], ""review"": ""I would like to try three chicken enchiladas and a regular orange cream shake, please.""}"
42,items_ordering_audios/2024_07_11 00_16_42 CPusiA.wav,Can I order two pieces of Ebby Nagiri and an original sandwich combo with a side of blue cheese dip please?,"Can I order two pieces of ebi nigiri and an original sandwich combo with a side of blue cheese dip, please?","Can I order two pieces of ebi nigiri and an original sandwich combo with a side of blue cheese dip, please?","{""items"": [{""name"": ""ebi nigiri"", ""modifier"": """"}, {""name"": ""original sandwich combo"", ""modifier"": ""with a side of blue cheese dip""}], ""review"": ""Can I order two pieces of ebi nigiri and an original sandwich combo with a side of blue cheese dip, please?""}"
43,items_ordering_audios/2024_07_11 00_16_58 7blaUg.wav,Could you please serve me a cheeseburger? One talk with tangy blue cheese and another featuring classic American cheese. Thank you.,"Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.","Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.","{""items"": [{""name"": ""cheeseburger"", ""modifier"": """"}, {""name"": ""tangy blue cheese"", ""modifier"": """"}, {""name"": ""classic American cheese"", ""modifier"": """"}], ""review"": ""Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.""}"
44,items_ordering_audios/2024_07_11 00_17_17 EuE5pQ.wav,I would like to order some spicy chicken wings and could you please add a side of fresh spinach as well? Thank you.,"I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.","I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.","{""items"": [{""name"": ""spicy chicken wings"", ""modifier"": """"}, {""name"": ""fresh spinach"", ""modifier"": ""side""}], ""review"": ""I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.""}"
45,items_ordering_audios/2024_07_11 00_17_26 XRKk6A.wav,"Okay, I want to order two antipasto salads, one with a ginger sprinkle of blue cheese, and another without any dressing, thank you.","I want to order two antipasto salads, one with a generous sprinkle of blue cheese and the other without any dressing. Thank you!","I want to order two antipasto salads, one with a generous sprinkle of blue cheese and the other without any dressing. Thank you!","{""items"": [{""name"": ""antipasto salad"", ""modifier"": ""with a generous sprinkle of blue cheese""}, {""name"": ""antipasto salad"", ""modifier"": ""without any dressing""}], ""review"": ""I want to order two antipasto salads, one with a generous sprinkle of blue cheese and the other without any dressing. Thank you!""}"
46,items_ordering_audios/2024_07_11 00_17_44 1eSjAw.wav,Could you please serve me a house salad with a balsami vinegar dressing on the side? Thank you.,Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.,Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.,"{""items"": [{""name"": ""house salad"", ""modifier"": ""balsamic vinaigrette dressing""}], ""review"": ""Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you.""}"
47,items_ordering_audios/2024_07_11 00_18_13 3wAUVg.wav,Okay. Do you have a full Irolean dish served with sweet rolls? And could also get the parmichian sandwich accompanied but some delicious aslings? Thank you.,"Do you have a Fowl Italian dish served with sweet rolls, and could I also get the Parmigiana Sandwich accompanied by some delicious sausage links? Thank you!","Do you have a Fowl Italian dish served with sweet rolls, and could I also get the Parmigiana Sandwich accompanied by some delicious sausage links? Thank you!","{""items"": [{""name"": ""Fowl Italian dish"", ""modifier"": """"}, {""name"": ""sweet rolls"", ""modifier"": """"}, {""name"": ""Parmigiana Sandwich"", ""modifier"": """"}, {""name"": ""sausage links"", ""modifier"": ""delicious""}], ""review"": ""Do you have a Fowl Italian dish served with sweet rolls, and could I also get the Parmigiana Sandwich accompanied by some delicious sausage links? Thank you!""}"
48,items_ordering_audios/2024_07_11 00_18_28 1LgLqw.wav,I want to order a Monterecristo sandwich with a side of creamy cottage cheese please.,"I want to order a Monte Cristo sandwich with a side of creamy cottage cheese, please.","I want to order a Monte Cristo sandwich with a side of creamy cottage cheese, please.","{""items"": [{""name"": ""Monte Cristo sandwich"", ""modifier"": """"}, {""name"": ""creamy cottage cheese"", ""modifier"": ""side""}], ""review"": ""I want to order a Monte Cristo sandwich with a side of creamy cottage cheese, please.""}"
49,items_ordering_audios/2024_07_11 00_18_40 -3l7GQ.wav,May I please have the spicy chicken rinse by cut juice. Add some chorizo to them for an extra kick. Thank you.,"May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!","May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!","{""items"": [{""name"": ""spicy chicken wings"", ""modifier"": ""chorizo""}], ""review"": ""May I please have the spicy chicken wings, but could you add some chorizo to them for an extra kick? Thank you!""}"
