,audio_path,transcript,sentence,normalized_sentence,items
22,items_ordering_audios/2024_07_14 05_48_21 SsUXJg.wav,"I want to order a BLT sandwich, but instead of the usual Mayan bacon, I would like to prepare it with a delicious goat cheese fondue as a tasty twist of the classic favorite. Thank you.","I want to order a BLT sandwich, but instead of the usual mayo and bacon, I would like it prepared with a delicious goat cheese fondue as a tasty twist on this classic favorite. Thank you!","I want to order a BLT sandwich, but instead of the usual mayo and bacon, I would like it prepared with a delicious goat cheese fondue as a tasty twist on this classic favorite. Thank you!","{""items"": [{""name"": ""BLT sandwich"", ""modifier"": ""goat cheese fondue""}], ""review"": ""I want to order a BLT sandwich, but instead of the usual mayo and bacon, I would like it prepared with a delicious goat cheese fondue as a tasty twist on this classic favorite. Thank you!""}"
23,items_ordering_audios/2024_07_14 05_49_01 _yveww.wav,"May I get a plant-based nugget meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.","May I get the Plant-Based Nuggets Meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.","May I get the Plant-Based Nuggets Meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.","{""items"": [{""name"": ""Plant-Based Nuggets Meal"", ""modifier"": """"}, {""name"": ""red bell peppers"", ""modifier"": ""extra crunch and flavor""}], ""review"": ""May I get the Plant-Based Nuggets Meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.""}"
24,items_ordering_audios/2024_07_14 05_49_21 wUo6mA.wav,"I would like to try a turkey sandwich with caramelized onion, please.","I would like to try a turkey sandwich with caramelized onions, please.","I would like to try a turkey sandwich with caramelized onions, please.","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""caramelized onions""}], ""review"": ""I would like to try a turkey sandwich with caramelized onions, please.""}"
25,items_ordering_audios/2024_07_14 05_49_53 JNUCIw.wav,"I will have a minor breakfast on rye bread and another on sourdough, please.","I will have a mini breakfast on rye bread and another one on sourdough, please.","I will have a mini breakfast on rye bread and another one on sourdough, please.","{""items"": [{""name"": ""mini breakfast"", ""modifier"": ""on rye bread""}, {""name"": ""mini breakfast"", ""modifier"": ""on sourdough""}], ""review"": ""I will have a mini breakfast on rye bread and another one on sourdough, please.""}"
26,items_ordering_audios/2024_07_14 06_36_41 LfDBFg.wav,"Could I have a plate of boneless wings without any dipping sauce, please?","Could I have a plate of boneless wings without any dipping sauce, please?","Could I have a plate of boneless wings without any dipping sauce, please?","{""items"": [{""name"": ""boneless wings"", ""modifier"": ""without any dipping sauce""}], ""review"": ""Could I have a plate of boneless wings without any dipping sauce, please?""}"
27,items_ordering_audios/2024_07_14 06_37_16 CuCRhw.wav,I would like classic omelet with bacon on the side please.,"I would like a classic omelette with bacon on the side, please.","I would like a classic omelette with bacon on the side, please.","{""items"": [{""name"": ""classic omelette"", ""modifier"": """"}, {""name"": ""bacon"", ""modifier"": ""on the side""}], ""review"": ""I would like a classic omelette with bacon on the side, please.""}"
28,items_ordering_audios/2024_07_14 06_38_57 KnyYcw.wav,"I'm sorry for any confusion but it seems there might be a mix-up in the idea items and modifiers you provided. Pastrama is typical a type of cured meat often served on a rye bread or as part of sandwich. While chocolate chips are usually associated with the dessert like Cookies or Brahms, could I assist you by suggest a pastrami sandwich instead? If so, would you prefer it toasted or un-toasted? And what the type of bread do you fancy? Rye, whole wheat or something else.","I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?","I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?","{""items"": [{""name"": ""pastrami"", ""modifier"": """"}, {""name"": ""rye bread"", ""modifier"": ""toasted""}], ""review"": ""I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy \u2013 rye, whole wheat, or something else?""}"
29,items_ordering_audios/2024_07_14 06_39_14 Tn2rxg.wav,"I will take a turkey sandwich on a toasted bagel and some crispy potato chips, please.","I will take a turkey sandwich on a toasted bagel and some crispy potato chips, please.","I will take a turkey sandwich on a toasted bagel and some crispy potato chips, please.","{""items"": [{""name"": ""turkey sandwich"", ""modifier"": ""on a toasted bagel""}, {""name"": ""crispy potato chips"", ""modifier"": """"}], ""review"": ""I will take a turkey sandwich on a toasted bagel and some crispy potato chips, please.""}"
30,items_ordering_audios/2024_07_14 06_39_28 IBajHA.wav,May I get a small Hawaiian pizza please?,"May I get a small Hawaiian Pizza, please?","May I get a small Hawaiian Pizza, please?","{""items"": [{""name"": ""Hawaiian Pizza"", ""modifier"": ""small""}], ""review"": ""May I get a small Hawaiian Pizza, please?""}"
31,items_ordering_audios/2024_07_14 06_40_06 7_6Uww.wav,"I would like the order of battle of Caposaldo Schuetti, please. No additional modifier needed for the wine tonight.","I would like to order a bottle of Caposaldo Chianti, please. No additional modifiers needed for the wine tonight.","I would like to order a bottle of Caposaldo Chianti, please. No additional modifiers needed for the wine tonight.","{""items"": [{""name"": ""Caposaldo Chianti"", ""modifier"": """"}], ""review"": ""I would like to order a bottle of Caposaldo Chianti, please. No additional modifiers needed for the wine tonight.""}"
32,items_ordering_audios/2024_07_14 06_40_34 OkbEhA.wav,May I get a pepperoni pizza with barbecue sauce on the side please? Just a touch of light dressing would be perfect.,"May I get a pepperoni pizza with BBQ sauce on the side, please? Just a touch of light dressing would be perfect.","May I get a pepperoni pizza with BBQ sauce on the side, please? Just a touch of light dressing would be perfect.","{""items"": [{""name"": ""pepperoni pizza"", ""modifier"": """"}, {""name"": ""BBQ sauce"", ""modifier"": ""on the side""}, {""name"": ""light dressing"", ""modifier"": ""a touch of""}], ""review"": ""May I get a pepperoni pizza with BBQ sauce on the side, please? Just a touch of light dressing would be perfect.""}"
33,items_ordering_audios/2024_07_14 06_41_16 bOixvA.wav,"I would appreciate a warm, comforting cup of masala shai, third in nutritional clay pot. And for my main course, I would like to have a grilled ham on cheese, a sandwich with no addition modifier. Thank you.","""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.""","""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.""","{""items"": [{""name"": ""masala chai"", ""modifier"": ""warm, comforting cup""}, {""name"": ""grilled ham and cheese sandwich"", ""modifier"": """"}], ""review"": ""\""I would appreciate a warm, comforting cup of masala chai served in a traditional clay pot and for my main course, I would like to have the grilled ham and cheese sandwich with no additional modifiers. Thank you.\""""}"
34,items_ordering_audios/2024_07_14 06_41_49 MDSDsA.wav,"Please give me a lamb, Rogan, Josh and Sugg corn. Both with the additional modifying. Thank you.","Please give me the Lamb Rogan Josh and Saag Corn, both without any additional modifiers. Thank you!","Please give me the Lamb Rogan Josh and Saag Corn, both without any additional modifiers. Thank you!","{""items"": [{""name"": ""Lamb Rogan Josh"", ""modifier"": """"}, {""name"": ""Saag Corn"", ""modifier"": """"}], ""review"": ""Please give me the Lamb Rogan Josh and Saag Corn, both without any additional modifiers. Thank you!""}"
35,items_ordering_audios/2024_07_14 06_42_34 34-MFQ.wav,"May I order a half portion of the tendery chicken prepared in the milder spicer blend, please.","May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?","May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?","{""items"": [{""name"": ""Tandoori Chicken"", ""modifier"": ""half portion""}, {""name"": ""spice blend"", ""modifier"": ""milder""}], ""review"": ""May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?""}"
36,items_ordering_audios/2024_07_14 06_43_18 cxWCBg.wav,I would love to order a delicious hamburger and I would like a served with a side of crisp salad tossed it in a thousand ice-land dressing. Thank you.,"I would love to order a delicious hamburger, and I would like it served with a side of crisp salad tossed in thousand island dressing. Thank you!","I would love to order a delicious hamburger, and I would like it served with a side of crisp salad tossed in thousand island dressing. Thank you!","{""items"": [{""name"": ""hamburger"", ""modifier"": """"}, {""name"": ""crisp salad"", ""modifier"": ""thousand island dressing""}], ""review"": ""I would love to order a delicious hamburger, and I would like it served with a side of crisp salad tossed in thousand island dressing. Thank you!""}"
37,items_ordering_audios/2024_07_14 21_02_14 1e8kaw.wav,"May I order a Bealtie sandwich with extra cheese and a side of creamy, savory cheese grints?","May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?","May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?","{""items"": [{""name"": ""B.L.T. sandwich"", ""modifier"": ""extra cheese""}, {""name"": ""cheese grits"", ""modifier"": ""creamy, savory""}], ""review"": ""May I order a B.L.T. sandwich with extra cheese and a side of creamy, savory cheese grits?""}"
38,items_ordering_audios/2024_07_14 21_02_39 5BAVrg.wav,I would like a try a beer tea sandwich and could I also get a refreshing glass of homemade lemonade with it?,"I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?","I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?","{""items"": [{""name"": ""BLT sandwich"", ""modifier"": """"}, {""name"": ""homemade lemonade"", ""modifier"": ""refreshing glass of""}], ""review"": ""I would like to try a BLT sandwich, and could I also get a refreshing glass of homemade lemonade with it?""}"
39,items_ordering_audios/2024_07_14 21_03_01 6M7yNw.wav,"May I get a patti melt cooked to medium rare, please?","May I get a Patty Melt cooked to medium rare, please?","May I get a Patty Melt cooked to medium rare, please?","{""items"": [{""name"": ""Patty Melt"", ""modifier"": ""cooked to medium rare""}], ""review"": ""May I get a Patty Melt cooked to medium rare, please?""}"
40,items_ordering_audios/2024_07_14 21_03_31 zXT4yQ.wav,Can I have a cheeseburger please? Just a sandwich as my entry without any sides or extra thank you.,"Can I have a cheeseburger, please? Just the sandwich as my entree without any sides or extras. Thank you!","Can I have a cheeseburger, please? Just the sandwich as my entree without any sides or extras. Thank you!","{""items"": [{""name"": ""cheeseburger"", ""modifier"": """"}], ""review"": ""Can I have a cheeseburger, please? Just the sandwich as my entree without any sides or extras. Thank you!""}"
41,items_ordering_audios/2024_07_14 21_03_51 MnpCHw.wav,"Could I get a mixed and grilled served with a house salad and a drizzle in miso dressing, please?","Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?","Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?","{""items"": [{""name"": ""mixed grill"", ""modifier"": """"}, {""name"": ""house salad"", ""modifier"": ""drizzled in miso dressing""}], ""review"": ""Could I get the mixed grill served with a house salad and drizzled in miso dressing, please?""}"
42,items_ordering_audios/2024_07_14 21_04_40 qv6-Nw.wav,Could you please serve me a Svai meal with half a serve of red potato mash and also this earth and turf accompanied by another half serve of red potato mash. Thank you.,"Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.","Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.","{""items"": [{""name"": ""Swai Meal"", ""modifier"": """"}, {""name"": ""Red Potato Mash"", ""modifier"": ""half a serving""}, {""name"": ""Surf 'n Turf"", ""modifier"": """"}, {""name"": ""Red Potato Mash"", ""modifier"": ""another half serving""}], ""review"": ""Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.""}"
43,items_ordering_audios/2024_07_14 21_05_13 Ky8uGA.wav,"I want to order that gluten-free sliced foal Italian dish, please. Could you also ensure that there is no cross-contamination issue with other gluten-contained foods? Thank you.","I want to order a gluten-free, sliced Fowl Italian dish, please. Could you also ensure that there are no cross-contamination issues with other gluten-containing foods? Thank you!","I want to order a gluten-free, sliced Fowl Italian dish, please. Could you also ensure that there are no cross-contamination issues with other gluten-containing foods? Thank you!","{""items"": [{""name"": ""Fowl Italian"", ""modifier"": ""gluten-free, sliced""}], ""review"": ""I want to order a gluten-free, sliced Fowl Italian dish, please. Could you also ensure that there are no cross-contamination issues with other gluten-containing foods? Thank you!""}"
44,items_ordering_audios/2024_07_15 06_59_30 DsYnRw.wav,"I would like to try a comforting bowl of homemade tomato soup, please.","I would like to try a comforting bowl of homemade tomato soup, please.","I would like to try a comforting bowl of homemade tomato soup, please.","{""items"": [{""name"": ""homemade tomato soup"", ""modifier"": """"}], ""review"": ""I would like to try a comforting bowl of homemade tomato soup, please.""}"
45,items_ordering_audios/2024_07_15 06_59_58 ahkaKg.wav,May I please have a full serve of baking duck and also I will to bring me a 12 ounce cookie and cream dessert. Thank you.,"May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.","May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.","{""items"": [{""name"": ""Peking Duck"", ""modifier"": """"}, {""name"": ""Cookies & Cream dessert"", ""modifier"": ""12oz""}], ""review"": ""May I please have a full serving of Peking Duck and also, could you bring me a 12oz Cookies & Cream dessert? Thank you.""}"
46,items_ordering_audios/2024_07_15 07_00_32 vHY1XA.wav,May I please have a mixed grilled served with creamy mashed potatoes and for a side dish I would like a delicious pastrama top with American cheese. Thank you.,"May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.","May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.","{""items"": [{""name"": ""mixed grill"", ""modifier"": """"}, {""name"": ""creamy mashed potatoes"", ""modifier"": """"}, {""name"": ""pastrami"", ""modifier"": ""topped with American cheese""}], ""review"": ""May I please have a mixed grill served with creamy mashed potatoes, and for the side dish, could you add some delicious pastrami topped with American cheese? Thank you.""}"
47,items_ordering_audios/2024_07_15 07_01_04 xeYiHQ.wav,I would like to try Californian buttermilk pancakes as well as a country sausage and egg with a side of one biscuit and gravy.,"""I would like to try the California Buttermilk Pancakes, as well as the Country Sausage & Eggs with a side of one biscuit and gravy.""","""I would like to try the California Buttermilk Pancakes, as well as the Country Sausage & Eggs with a side of one biscuit and gravy.""","{""items"": [{""name"": ""California Buttermilk Pancakes"", ""modifier"": """"}, {""name"": ""Country Sausage & Eggs"", ""modifier"": ""with a side of one biscuit and gravy""}], ""review"": ""\""I would like to try the California Buttermilk Pancakes, as well as the Country Sausage & Eggs with a side of one biscuit and gravy.\""""}"
48,items_ordering_audios/2024_07_15 07_01_48 3qeJcA.wav,"Can I order a bottle of Saint Pellegrino water, please?","Can I order a bottle of San Pellegrino Water, please?","Can I order a bottle of San Pellegrino Water, please?","{""items"": [{""name"": ""San Pellegrino Water"", ""modifier"": ""bottle""}], ""review"": ""Can I order a bottle of San Pellegrino Water, please?""}"
