audio_path,ground_truth,transcription,inference_time
2024_07_14 05_49_01 _yveww.wav,"May I get the Plant-Based Nuggets Meal, please? Could you add some red bell peppers to it for an extra crunch and flavor? Thank you.",may i get the plant based nugget meal please could you add some red bell peppers to it for an extra crunch and flavor thank you,0.044097185134887695
2024_07_18 11_38_05 tVRNIA.wav,May I please have a classic cheeseburger accompanied by a side of crispy French fries? Thank you!,may i have a classic cheeseburger accompanied by the side of crispy french fries thank you,0.03389763832092285
2024_07_07 17_47_29 3KoD3A.wav,Could you please serve me a Torta Mexicana with Barbacoa filling? Thank you!,could you please serve me a torta mexicana with barbacoa filling thank you,0.037999629974365234
2024_07_18 07_56_37 l-EmFA.wav,"""May I please have a full serving of the antipasto salad and a half portion of Peking Duck?""",may i please have a full serving of the antipesto salad and a half portion of peking duck,0.03829169273376465
2024_07_14 06_40_34 OkbEhA.wav,"May I get a pepperoni pizza with BBQ sauce on the side, please? Just a touch of light dressing would be perfect.",may i get a pepperoni pizza with barbecue sauce on the side please just a touch of light dressing would be perfect,0.04828977584838867
2024_07_24 13_19_45 VBoUBg.wav,"Could I get the Huevos Rancheros basted, please? Thank you!",could i get the whoueo's ranchers wasted please thank you,0.037091970443725586
2024_07_14 21_03_31 zXT4yQ.wav,"Can I have a cheeseburger, please? Just the sandwich as my entree without any sides or extras. Thank you!",can i have a cheeseburger please just a sandwich as my entry without any sides or extract thank you,0.041339874267578125
2024_07_30 02_14_06 3oNUpA.wav,Please give me a delicious turkey sandwich accompanied by some savory garlic fries on the side. Thank you!,please give me a delicious turkey sandwich accompanied by some savory garlic fries on the side thank you,0.04094123840332031
2024_07_08 06_23_16 VtV9aA.wav,"I would like to try the Country Sausage and Eggs on a Wheat Toast, please. Thank you!",i would like to try the country sausage and eggs on a white toast please thank you,0.05093026161193848
2024_07_10 09_54_43 qJIE1Q.wav,"I would love to order a delicious pastrami sandwich on whole wheat bread, please.",i would love to order delicious pastrami sandwich on whole wheat bread please,0.043707847595214844
2024_07_15 19_34_16 -6F8ZA.wav,"May I get a plate of delicious Saag Gosht served with warm, freshly baked Nan bread on the side? And for my drink, could you please bring me a Space Dust IPA to complement the flavors? Thank you.",may i get a plate of delicious sag gosuch served with warm freshly baked nan bread on the side and for my drink could you please bring me a space dust ypa to complimment the flavors thank you,0.050871849060058594
2024_06_28 11_15_20 MGwfpQ.wav,"Can I get the Butter Chicken with Large 14"", and Gulab Jamun, please?",can i get butered chicken with large sot in it and without love jam and please,0.03873634338378906
2024_07_30 02_16_22 6dQkeg.wav,"I want to order the Surf 'n Turf, but instead of the usual sides, I would like it served with a generous portion of quinoa - let's make that an 8-ounce double serving if possible.",i want to order the surfin turf but instead of the usual sides i would like it served with a generous portion of quinoa let's make that an eight ounce double serving if possible,0.04463505744934082
2024_07_09 10_30_46 36P_rQ.wav,"I would like to order a delicious piece of grilled salmon, and for my side dish, I would love some creamy white clam chowder in a cup. Thank you!",i would like to order a delicious piece of grill salmoon and for my side i would love some creamy white clam chowder in a cup thank you,0.04467630386352539
2024_07_16 16_37_06 WJB4Lg.wav,"I would like to order a cheeseburger accompanied by a side of mozzarella sticks, please.",i would like to order a cheeseburger accompanied by a side of mozro elastics please,0.03658795356750488
2024_07_24 13_10_54 rd9xGQ.wav,"I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.",i would like to try a medium sized chicken caesar salad with the classic caesar dressing please,0.040299177169799805
2024_07_30 01_58_10 GLjSQg.wav,"May I get a California Benedict with an addition of cottage cheese, and please make sure there are no hash browns included.",may i get a california benedict with an addition of cottage cheese and please make sure there are no hash browns included,0.03747391700744629
2024_07_09 10_59_28 0O3Eag.wav,"Can I order a delicious Patty Melt accompanied by some crispy Sweet Potato Fries on the side, please?",can i order a delicious pppy melt accompanied by some crispy sweet potato flies on the side please,0.0376439094543457
2024_07_11 01_01_40 wIZ-IA.wav,"""I would appreciate a hot dog without any mustard on it.""",i would appreciate a hot dog without any mustard on it,0.04329705238342285
2024_07_11 00_43_34 lXXfCA.wav,"""I would love to order a plate of Spaghetti Con Polpette, and could you please add the Side Bolognese Sauce on the side?""",i would love to order a plate of spaghetti cann papaulette and could you please add the side bolognese sauce on the side,0.04028177261352539
2024_07_11 00_47_43 Bsl6zg.wav,"I want to order a sandwich with a juicy white-slice turkey, layered with fresh lettuce and tomatoes on whole grain bread.",i want to order a sandwich with a juicy white sliced turkey layered with fresh lettuce and tomatoes on whole grain bread,0.04087471961975098
2024_07_11 00_34_29 HfXzmA.wav,"May I get a chimichanga topped with chile colorado, please?",may i get a shimichanga topped with chili colorado please,0.054976463317871094
2024_06_28 11_22_28 JjhJVA.wav,"Make it a Fish Quesadilla with Mild Sauce, Enchiladas De Mole with Soup cup, and Horchata with Small for me.",make it a fish quesadilla and mild sauce and enchiladas de mole with soup cup and hotchata with small for me,0.05043506622314453
2024_07_09 09_21_17 5L0OQQ.wav,"I would like to start my meal with a classic ham and eggs dish, but I would love it served alongside an indulgent side of oatmeal brulee. Could you please prepare that for me?",i would like to start my meal with a classic ham and eggs dish but i would love it served alongside an indulgent side of oatmeal brulee could you please prepare that for me,0.04675889015197754
2024_07_09 18_56_52 0xXW1A.wav,"May I order a Patty Melt with a Sub Turkey Patty and on the side, could I also have a Cup of Chili? Thank you.",may i order a patty melt with a sub turkey patty and on the side could i also have a cup of chili thank you,0.03720259666442871
2024_07_30 02_13_50 1Ig7qw.wav,"Can you bring me a veggie scramble with no side, and also another one on rye toast? Thank you!",can you bring me a veggie scramble with no side and also another one on rye toast thank you,0.03520512580871582
2024_07_12 03_22_23 HJx7Pw.wav,"May I order a pastrami sandwich on rye bread, topped with Swiss cheese and served with a side of raisin nut roll?",may i order a pastrami sandwich on rye bread topped with swiss cheese and served with a side of raisin nut roll,0.039705514907836914
2024_07_30 02_21_58 ejpBMg.wav,"I want to order a Buffalo Chicken Sandwich with Marinara Dip, and also please prepare it as a full meal.",i want to order a buffalo chicken sandwich with a marinara dip and also please prepare it as a full meal,0.04019808769226074
2024_07_11 00_25_52 4av_6Q.wav,"I will take a turkey sandwich on rye bread, please.",i will take a turkey sandwich on rye bread please,0.05246710777282715
2024_07_11 00_12_38 jd9y7A.wav,"May I get a delicious salami sandwich served on a fresh, crispy onion roll?",may i get a delicious salami sandwich served on a fresh crispy onion roll,0.037644386291503906
2024_07_14 06_40_06 7_6Uww.wav,"I would like to order a bottle of Caposaldo Chianti, please. No additional modifiers needed for the wine tonight.",i would like to order a bottle of caposaldo shwati please no additional modifier needed for the wine tonight,0.04458332061767578
2024_07_12 03_44_56 Om_Ggw.wav,"I want to order a classic ham and eggs dish served on warm, crusty sourdough toast. Additionally, I would love another serving of the same with a side of fluffy buttermilk biscuits smothered in savory sausage gravy.",i want to order a classic ham and eggs dish served on warm crusty sourdough toast additionally i would love to have another serving of the same with a side of fluffy buttermilk biscuits smothered in savory sausage gravy,0.055251359939575195
2024_07_09 12_55_47 KSl-EQ.wav,"I will take the New York Steak and a bowl of Minestrone Soup, please.",i need a ten ounce soay meal and i need uh an eleven ounce soay meal please could you also recommend any side dishes that would pair well with these thanks,0.04688620567321777
2024_07_11 00_27_20 2qrULw.wav,"I would like to try the grilled salmon served over a fresh salad, and I would prefer it if you could add some creamy ranch dressing on top. Thank you!",i would like to try the grilled salmon served over a fresh salad i would prefer if you could,0.03762960433959961
2024_07_12 03_28_44 k60ezQ.wav,Could I get a hamburger with side yellow mustard and another one served with cherry berry crepes?,could i get a hamburger with side yellow mustard and another one served with cherry berry crepes,0.045931100845336914
2024_07_12 03_24_47 2sNDeg.wav,"May I order a super quesadilla without any salsa, please?",may i order a super quesadilla without any salsa please,0.03967690467834473
2024_07_30 02_03_19 hVeuOQ.wav,"""May I get a Patty Melt with a side of onions, please?""",may i get a patty melt with a side of onions please,0.0408782958984375
2024_07_11 01_02_13 TH4n1Q.wav,"I would like to order a BLT sandwich, but instead of the usual bacon, could you please substitute it with some fresh and healthy vegetables? Also, for my second item, I would love a turkey sandwich on sourdough bread. Thank you!",i would like to order a blt sandwich but instead of the usual bacon could you please substitute it with some fresh and healthy vegetables also for my second item i would love a turkey sandwich on sourdough bread thank you,0.05167555809020996
2024_07_23 14_57_07 8ykxIQ.wav,May I get the California Fries without any additional modifiers? Thank you!,may i get the california fries without any additional modifiers thank you,0.035182952880859375
2024_07_24 06_25_09 2P06gQ.wav,"Can I have a plate of yellowtail sashimi, please? Seven pieces would be perfect. Thank you!",can i have a plate of yellowtailed sashimi please seven pieces would be perfect thank you,0.037904977798461914
2024_07_24 06_22_32 JNb7bA.wav,Can you bring me a Turkey Everything Bagel sandwich?,can you bring me a turkey everything bagel sandwich,0.04417848587036133
2024_07_12 03_24_03 6r-oxw.wav,"Can I have a hamburger with two fried eggs on top, please?",can i have a hamburger with two fried eggs on top please,0.03828907012939453
2024_07_12 03_39_50 QjE58w.wav,"Can I order a turkey sandwich with crispy fries on the side, please?",can i order a turkey sandwich with crispy fries on the side please,0.03520774841308594
2024_07_07 17_47_50 GDtXtQ.wav,"I would love to start with the whole steamed seabass, served without any additional ingredients (nan), followed by a bowl of sweet and sour catfish soup. Thank you!",to start with the whole steamed sea bass served without any additional ingredients followed by a bowl of sweet and sour catfish soup thank you,0.045630693435668945
2024_07_14 06_41_49 MDSDsA.wav,"Please give me the Lamb Rogan Josh and Saag Corn, both without any additional modifiers. Thank you!",please give me your lamb rogger yosh and sag corn off with the additional modifi thank you,0.03957867622375488
2024_07_08 05_03_41 nsn0bg.wav,"I will have the spicy chicken wings, one order with a generous sprinkle of green peppers and another doused in zesty picante sauce. Thank you!",i will have the spicy chicken wings one order with a generous sprinkle of green peppers and another dowousian zesty picanta sauce thank you,0.04427313804626465
2024_07_24 00_56_15 mgGXdQ.wav,"I would like some bruschetta topped with a delightful combination of creamy hummus, ripe tomatoes, and fresh avocado slices.",i would like some rschetta topped with delightful combination of creamy hummus ripe tomato and fresh avocado slices,0.04193258285522461
2024_07_09 10_23_56 elzJFw.wav,"Do you have a New York Cheesecake served without any plasticware, and could I also get some sliced salami on wheat bread? Thank you.",do you have a new york cheesecake served without any plastic ware and could i also get some sliced slamy on wheatbad thank you,0.037950992584228516
2024_07_15 18_13_42 34O1Iw.wav,"May I get a Patty Melt cooked to medium rare, please?",may i get the patty melt cookie to medium rare please,0.034693002700805664
2024_07_09 10_25_49 l-F5qQ.wav,"Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.",could you serve me a soy meal with half a serving of red potato mash and also the serf and turf accompanied by another half serving of red potato mash thank you,0.04437518119812012
2024_07_11 00_08_44 YAAfPA.wav,"Can I have a Chicken Caesar Salad, but please make sure there are no anchovies in it? Also, could you confirm that the dressing doesn't contain any ice cream? Thank you.",can i have a chicken caesar salad but please make sure there are no anchovies in it also can you reconirm the dressing doesn't contain any ice cream thank you,0.047222137451171875
2024_07_30 01_59_33 D6PiCg.wav,"May I please have a plate of boneless wings, half coated in ranch and the other half served plain? Thank you.",may i please have a plate of boneless wings half coated in ranch and the other half served plain thank you,0.03721475601196289
2024_07_11 00_54_35 P-82DQ.wav,"""I would love to order a Chef's Salad, but could you please serve it in a full pan? That way I can enjoy every bit of the fresh ingredients.""",i would love to order a chef's salad but could you please serve it in a full pan that way i can enjoy every bit of the fresh ingredients,0.04322457313537598
2024_07_09 10_01_51 IMoOgw.wav,"I would love to order a Hawaiian Pizza on a Honey Corn Bagel, please!",i would love to order a hawaiian pizza on a honey corn bakger please,0.04411053657531738
2024_07_18 07_55_01 GXr_7w.wav,"I would like to try a hamburger served on a brioche French toast base, please.",i would like to try a hamburger served on a brioche french toast base please,0.04051327705383301
2024_07_09 10_22_09 Li6kDg.wav,"Can I order a six-pack of BJ's Brewhouse Blonde, and also add a six-pack of BJ's Committed Double IPA to my selection? Thank you.",can i order a six pack of beejes bluehouse plon and also add a six pack of beejes committed double ipa to my selection thank you,0.04640364646911621
2024_07_30 02_15_45 wCR27w.wav,"Can I order a pastrami sandwich on a French roll and another one on wheat bread, please?",can i order a pastrami sandwich on a french roll and another one on wheat bread please,0.035066843032836914
2024_07_30 02_22_37 SW3A6w.wav,"""I will have a Reuben sandwich and a refreshing glass of lemonade, please.""",i will have a reuben sandwich and a refreshing glass of lemonade please,0.039756059646606445
2024_07_11 00_12_21 lF0VQg.wav,"May I order a California Benedict served with French fries, and also a BLT sandwich with a side of small milk?",may i order a california benedict served with french fries and also a bl tea with a side of small milk,0.03774833679199219
2024_07_09 10_25_35 lrJnqg.wav,"Can you bring me a classic American-style cheeseburger, please?",would you bring me a classic american style cheeseburger please,0.030781269073486328
2024_07_30 02_20_26 9hxCsg.wav,"Can I have the Surf 'n Turf served with a side of Cinnamon Sweet Potato Mash, please? Four ounces would be perfect.",can i have the surf and turf served with a side of cinnamon sweet potato mash please four ounces would be perfect,0.042883872985839844
2024_07_15 16_21_09 IbmVzQ.wav,"I would like a hamburger without cheese and an extra-large fries on the side, please.",i would like a hamburger without cheese and an extra large fries on the side please,0.04025697708129883
2024_07_14 06_43_18 cxWCBg.wav,"I would love to order a delicious hamburger, and I would like it served with a side of crisp salad tossed in thousand island dressing. Thank you!",i would love to order a delicious hamburry and i would like to serve it with a side of crisp salad tossed in a thousand iceland dressing thank you,0.04880237579345703
2024_07_09 18_51_55 NWrxvg.wav,"Could I have a California sandwich on sliced multigrain bread, and also a small house salad to accompany it?",can i have a california sandwich on sliced multigrain bread and also a small house salad to accompany it,0.04055476188659668
2024_07_01 07_41_15 nqEkaA.wav,"I would like to get a Chicken Teriyaki with Blue Cheese, and Salmon Teriyaki.",i would like to get a chicken teriyaki with blue cheese and salmon teriyaki,0.03924274444580078
2024_06_28 12_20_04 Bb0vMg.wav,"It will be the Cheese (King Kong), Dominga Mimosa Sour, and Barebottle Can for me.",keep going coming minos store or you can for me,0.03577065467834473
2024_07_24 06_24_43 vXZFwA.wav,"I need a California sandwich on sliced rye bread and a side of pozole soup, please.",i need a california sandwich on sliced dyry bread and a side of pozle soup please,0.047059059143066406
2024_07_08 06_26_34 rZTm6w.wav,"""I would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast.""",i would love to start off my meal with a side of garlic butter edamame and a delightful bowl of fruit alongside the mini breakfast,0.052846670150756836
2024_07_09 09_40_46 Gt-v1w.wav,Could you please serve me a chimichanga with ranch dressing on one side and another chimichanga topped with steak? Thank you.,could you please serve me a chimichanga with rank dressing on one side and another chimichanga tofed with steak thank you,0.036040306091308594
2024_07_30 02_09_11 8u8wqg.wav,"May I please have a Shrimp Tempura Hand Roll and also, could you add the Green Monster Roll to my order? Thank you.",may i please have a shrimp tempura hand roll and also could you add the green monster roll to my order thank you,0.04349207878112793
2024_07_12 03_33_52 1oK9Fw.wav,"Can you bring me a regular burrito with asada and also, I would like to have the Torta Mexicana prepared with steak. Thank you!",can you bring me a regular burrito with asada and also i would like to have the torta mexicana prepared with steak thank you,0.049001455307006836
2024_07_09 09_43_24 Er3edw.wav,"Could I get a hamburger with freshly sliced tomatoes on top, please?",could i get a hamburger with freshly sliced tomatoes on top please,0.05189847946166992
2024_07_18 08_46_15 bNgvAg.wav,"I need a large bowl of Wor Won Ton Soup to start off my meal, please.",i need a large bowl of war wonton soup to start off my meal please,0.04296708106994629
2024_07_11 01_03_28 iLP9lA.wav,"Can I have the Swai Meal with a side of standard-serving, 4 oz Red Potato Mash? Also, could you please add the Surf 'n Turf dish to my order along with another portion of the same red potato mash on the side.",can i have this sui meal with a side of standard serving four ounce red potato mash also could you please add the surf and turf dish to my order along with another portion of the same red potato mash on the side,0.055132389068603516
2024_07_30 02_19_59 CaxyVg.wav,"Please give me a delicious Patty Melt accompanied by some refreshing Sweet Tea, and also add an appetizing Country Skillet with Scrambled eggs on the side. Thank you!",please give me a delicious patty melt accompanied by some refreshing sweet tea and also add an appetizing country skillet with scrambled eggs on the side thank you,0.0570981502532959
2024_07_11 02_48_12 rTG_LA.wav,"Can I order a delicious breakfast of ham and eggs, served with a delightful side of bananas and cream?",can i order a delicious breakfast of ham and eggs served with a delightful slide of banana and cream,0.04834938049316406
2024_07_18 21_14_02 QSWufQ.wav,May I please have a Chicken Caesar Salad with Vinaigrette dressing on the side? Thank you.,may i please have a chicken cesar salad with vinaigrette dressing on the side thank you,0.046707868576049805
2024_07_11 00_23_39 agYHeA.wav,I will take the Plant-Based Nuggets Meal with a side of 4 oz Quinoa.,i will take the plant based nugget meal with a side of four ounce quinoa,0.037171363830566406
2024_07_09 10_22_28 ivc3qQ.wav,"I need a plant-based nuggets meal with steamed broccoli and another one with sautéed zucchini on the side, please.",i need a plant based nugget meal with steamed broccoli and another one with sached zucchini on the side please,0.04335665702819824
2024_07_09 09_45_49 monrHA.wav,"""I need a turkey sandwich with extra pickles, and another one with fresh lettuce on the side.""",i need a turkey sandwich with extra pickle and another one with fresh lettuce on the side,0.0388181209564209
