audio_path,ground_truth,transcription,inference_time
2024_07_09 09_45_10 1aejJQ.wav,"I would appreciate a delicious Soup and Salad Combo, specifically the Broccoli Cheddar Soup paired with a fresh garden salad. Thank you!"," I would appreciate a delicious soup and salad combo, specifically the broccoli cheddar soup  paired with a fresh garden salad.  Thank you.",0.496537446975708
2024_07_09 09_46_36 YpGK3Q.wav,Can I have a hot dog on a Sub Caesar bun?, Can I have a hotdog on a sub-season bun?,0.3271148204803467
2024_07_09 10_00_12 UeV5gw.wav,"I will have the boneless wings without any sauce or a dry rub, please."," I will have the boneless wings without any sauce or dry wrap, please",0.35623669624328613
2024_07_09 10_02_11 vWrRAg.wav,"""I would appreciate a Plant-Based Nuggets Meal served with 5 oz of steamed white rice on the side, please."""," I would appreciate a plant based nuggets meal served with 5 ounce of steamed rice on the side, please",0.4111475944519043
2024_07_09 10_02_57 6k0MuQ.wav,"I would like some turkey sandwich without any tomatoes, please. Thank you!"," I would like some turkey sandwich without any tomatoes, please. Thank you",0.3343644142150879
2024_07_09 10_03_35 fysiOg.wav,"Could you please serve me a cheeseburger, one topped with tangy blue cheese and another featuring classic American cheese? Thank you.", Could you please serve me a cheeseburger one topped with tangy blue cheese and another  featuring classic American cheese thank you.,0.5062007904052734
2024_07_09 10_04_12 wrwyjA.wav,"Could you please serve me a tostada with red sauce and beef, as well as another one with red sauce and goat? Thank you!", Would you please serve me a tostrada with red sauce and beef as well as another one with red sauce and goat. Thank you.,0.47023582458496094
2024_07_09 10_21_24 qDLUzQ.wav,"May I get a Veggie Scramble served on Sourdough Bread, please?"," May I get a veggie scramble served in sourdough bread, please?",0.36156558990478516
2024_07_09 10_21_42 1_UQ8A.wav,"I would like to try the Quesadilla Suiza, but please could you serve it without any salsa? Thank you."," I would like to try the Kristalina's visa, but please could you serve it without any  sponsor?  Thank you.",0.5244221687316895
2024_07_09 10_22_10 MI0RTw.wav,Can I order a mini breakfast with white toast on the side?, Can I order a mini breakfast with white toast on the side?,0.366074800491333
2024_07_09 10_22_40 pyVIwA.wav,"Can you bring me a plate of chips served with our house-made guacamole and salsa, please?"," Can you bring me a plate of chips served with our house-made guacamole and salsa, please?",0.46294713020324707
2024_07_09 10_23_39 6553CA.wav,"I need a hamburger with yellow mustard and a hot dog that's not split open, please."," I need a hamburger with yellow mustard and a hot dog. Let's not split open, please.",0.5593390464782715
2024_07_09 10_24_32 TfHqVA.wav,"I'm sorry for any confusion, but it seems there might be a mix-up in the items and modifiers you provided. Pastrami is typically a type of cured meat often served on rye bread or as part of sandwiches, while chocolate chips are usually associated with desserts like cookies or brownies. Could I assist you by suggesting a pastrami sandwich instead? If so, would you prefer it toasted or untoasted and what type of bread do you fancy – rye, whole wheat, or something else?"," I'm sorry for any confusion but it seems that there might be a mix up in the items  and modifiers you provided.  Pastrami is typically a type of cured meat often served with rye bread or as part of  sandwiches while chocolate chips are usually associated with desserts like cookies or brownies.  Could I assist you by suggesting a pastrami sandwich instead?  If so, would you prefer it toasted or untoasted and what type of bread do you fancy?  Rye, whole, wheat or something else?",1.434699535369873
2024_07_09 10_25_49 l-F5qQ.wav,"Could you please serve me a Swai Meal with half a serving of Red Potato Mash, and also the Surf 'n Turf accompanied by another half serving of Red Potato Mash? Thank you.", Could you serve me a swine meal with half a serving of red potato mash and also the  surf and turf accompanied by another half serving of red potato mash?  Thank you.,0.5896408557891846
2024_07_09 10_31_47 X_0Dbg.wav,"I want to order a plate of spicy chicken wings, one with BBQ sauce and another with a tangy pineapple glaze.", I want to order a plate of spicy chicken wings one with barbecue sauce and another with a tangy pineapple glaze,0.4239819049835205
2024_07_09 13_00_27 YGzLRw.wav,"Do you have a Fanta Orange Soda? I would like to order two liters of it, please. Thank you!"," Do you have a Fanta Orange Soda? I would like to order two litters of it, please. Thank you.",0.4296915531158447
2024_07_09 18_51_06 Nv49Zw.wav,"Please give me a serving of inari sushi and some wakame salad, both without any additional modifiers. Thank you!"," Please give me a serving of Inori sushi and some wakame salad, both without any additional modifiers. Thank you.",0.4364786148071289
2024_07_09 18_51_55 NWrxvg.wav,"Could I have a California sandwich on sliced multigrain bread, and also a small house salad to accompany it?", Can I have a California sandwich on sliced multigrain bread and also a small  house salad to accompany it?,0.4270973205566406
2024_07_09 18_52_34 CxGKDw.wav,"Can you bring me a medium Combo Special with garlic-ranch sauce, and also add on a cheeseburger topped with pepperjack cheese?", Can you bring me a medium combo special with garlic ranch sauce and also add on  a cheeseburger topped with pepper jack cheese?,0.4684426784515381
2024_07_09 18_52_59 vjylUg.wav,"May I get a plate of tacos topped with fresh, zesty pico de gallo?"," May I get a plate of tacos topped with fresh, sesame pico de gallo?",0.40174174308776855
2024_07_09 18_53_55 79ej3Q.wav,"I need a B.L.T. sandwich paired with a freshly brewed cup of coffee, and on the side, could I also get some garlic-seasoned sliced turkey? Thank you!", I need a BLT sandwich paired with a freshly brewed cup of coffee and on the  side could I also get some garlic seasoned sliced turkey thank you,0.5578033924102783
2024_07_09 18_55_06 s_PLgQ.wav,"I will take two November Specials, one on a bed of crisp white sliced bread and the other on hearty wheat sliced bread."," I will take two November specials, one on a bed of crisp white sliced bread and the other on hearty wheat sliced bread.",0.48882317543029785
2024_07_09 18_58_47 FJMSqQ.wav,May I order a refreshing Sprite and a tangy Squirt to accompany my meal?, May I order a refreshing sprite and a tangy squirt to accompany my meal?,0.3561222553253174
2024_07_09 19_00_43 AvdPqA.wav,"I need a Starry Burger with a 20-ounce patty, please."," I need a starry burger with a 20-ounce patty, please.",0.34938502311706543
2024_07_25 12_58_11 UqgYkg.wav,Can you bring me a cheeseburger with fried zucchini on the side?, Can you bring me a cheeseburger with fried zucchini on the side?,0.35852551460266113
2024_07_25 13_01_12 H1oKGQ.wav,"I would appreciate a fresh and delicious Salmon Hand Roll, please. Could you also add some wasabi on the side for an extra kick? Thank you!"," I would appreciate a fresh and delicious salmon hand roll, please.  Could you also add some wasabi on the side for an extra kick? Thank you.",0.5161476135253906
2024_07_10 09_56_26 nGd0tQ.wav,"I would appreciate a plate of spicy hotate nigiri, please, and could you add some freshly grated wasabi on top? Thank you.", I would appreciate a plate of spicy or tate with zero please and could you add some freshly  grated wasabi on top thank you,0.5071022510528564
2024_07_10 12_19_17 FSCp3w.wav,"Can you bring me a plain tri-tip, please? And for the November Special, could I have it with wheat rolls? Thank you!"," Can you bring me a plain chartre, please?  And without a lump of special hair, there you have it with Willy Trolls.  Thank you.",0.5589995384216309
2024_07_11 00_04_05 GudBDw.wav,"Please give me a plate of ham and eggs on whole white toast, along with another one on whole wheat. Thank you!", Please give me a plate of ham and eggs on whole white toast along with another one on whole wheat. Thank you.,0.4883430004119873
2024_07_11 00_09_58 MoS-iA.wav,Can you bring me a mixed grill seasoned with Thai spices and accompanied by Brussels sprouts on the side?, Can you bring me a mixed grill seasoned with Thai spices and accompanied by brussels sprouts on the side?,0.4067974090576172
2024_07_11 00_17_17 EuE5pQ.wav,"I would like to order some spicy chicken wings, and could you please add a side of fresh spinach as well? Thank you.", I would like to order some spicy chicken wings and could you please add a side of fresh spinach as well? Thank you.,0.45031046867370605
2024_07_11 00_17_44 1eSjAw.wav,Could you please serve me a house salad with balsamic vinaigrette dressing on the side? Thank you., Could you please serve me a house salad with a balsamic vinegar dressing on the side?  Thank you.,0.4342827796936035
2024_07_11 00_23_04 GQigIg.wav,"Could I get a delicious chicken chimichanga? And if possible, could you add some extra cheese on top for me, please?"," Could I get a delicious Chicken Chimichanga, and if possible, could you add some extra cheese on top for me, please?",0.5010986328125
2024_07_11 00_32_58 5uRkzQ.wav,"""I will have a hot dog served with an ice-cold refreshing iced tea, and for my second dish, I would like some cheese curds without any sauce.""", I will have a hot dog served with an ice cold refreshing iced tea and for my second dish  I would like some cheese curds without any sauce.,0.558220386505127
2024_07_12 03_22_51 spIQcQ.wav,"""I would appreciate a classic breakfast with the modification of having my eggs prepared as whites only, please."""," I would appreciate a classic breakfast with the modification of having my eggs prepared  as whites only, please.",0.5992872714996338
2024_07_12 03_25_24 9AXS6A.wav,"""I want to order a classic breakfast, one with fresh fruit and another with just the white eggs."""," I would like to order a classic breakfast, one with fresh fruit and another with just the white eggs.",0.40155911445617676
2024_07_12 03_31_50 wmdizw.wav,"""I would love to start off with a small bowl of clam chowder, and for my main course, I would like an order of boneless wings prepared naked.""", I would love to start off with a small bowl of clam chowder and for my main course I would  like an order of boneless wings prepared naked.,0.5362076759338379
2024_07_12 03_36_48 P_F2dg.wav,"I will have the ham and eggs on rye toast, please, along with a side of hash browns. And for my second order, could I also get another serving of ham and eggs but prepared over medium? Thank you!"," I will have the ham and eggs on rye toast, please, along with a side of hash browns.  And for my second order, could I also get another serving of ham and eggs, prepared over medium? Thank you.",0.6595804691314697
2024_07_12 03_37_08 tLbT2g.wav,I would like to order a turkey sandwich with cucumber and another one with potato salad on the side., I would like to order a turkey sandwich with cucumber and another one with potato salad on the side.,0.40144824981689453
2024_07_24 13_10_54 rd9xGQ.wav,"I would like to try a medium-sized Chicken Caesar Salad with the classic Caesar dressing, please.", I would like to try a medium sized chicken caesar salad with the classic caesar dressing please.,0.3987886905670166
2024_07_15 16_16_57 zkfB0A.wav,"Can you bring me a hamburger with all the standard toppings, please?"," Can you bring me a hamburger with all the standard toppings, please?",0.3514244556427002
2024_07_15 16_21_09 IbmVzQ.wav,"I would like a hamburger without cheese and an extra-large fries on the side, please."," I would like a hamburger without cheese and an extra large fries on the side, please.",0.37107348442077637
2024_07_15 18_13_42 34O1Iw.wav,"May I get a Patty Melt cooked to medium rare, please?"," May I get a patty melt and cook it to medium rare, please?",0.3638186454772949
2024_07_15 18_14_08 QT5B3Q.wav,"Could I have a house salad with oil and vinegar dressing, please?", Could I have a house salad with oil and vinegar dressing please?,0.3371443748474121
2024_07_15 19_43_19 24Dxew.wav,"May I order a half portion of the Tandoori Chicken prepared in a milder spice blend, please?"," May I order a half portion of tandoori shiken prepared in a milder spice blend, please?",0.42617344856262207
2024_07_15 19_54_13 v7bceQ.wav,"I would like to order a grilled salmon served on top of a Caesar salad, and for my second dish, I would love a classic cheeseburger accompanied by a side salad without any dressing. Thank you!"," I would like to order a grilled salmon served on top of Caesar salad and for my second dish, I would love a classic cheeseburger  Accompanied by a side salad without any dressing. Thank you",0.6856927871704102
2024_07_18 09_40_44 prkanA.wav,"I want to order the Surf 'n Turf, but could you please add a side of shredded hash on the side? Thank you."," I want to order the surf and turf, but could you please add a side of shredded hash on the side. Thank you",0.4548816680908203
2024_07_13 20_43_38 hOrdPw.wav,"May I get a small Hawaiian Pizza, please?"," May I get a small Hawaiian pizza, please?",0.3254687786102295
2024_07_30 02_00_52 Mr-7kg.wav,"Do you have a Turkey sandwich on a soft, sweet roll and another one with American cheese? I would like to order both of those, please.", Do you have a turkey sandwich on a soft sweet roll and another one with American cheese?  I would like to order both of those please.,0.49561262130737305
2024_07_30 02_03_50 itWUcQ.wav,"Can I have a veggie scramble served with whole wheat toast, please?", can I have a veggie scramble served with whole wheat toast please,0.33960700035095215
2024_07_30 02_15_24 2_H31Q.wav,"I would love to order a Nashville Hot Tender Box with the modifiers of truffle fries and slaw, as well as a Classic Cobb salad dressed in balsamic vinaigrette. Thank you!", I would love to order a nashville hot tender box with the modifiers of truffle fries and slaw  As well as a classic cob salad dressed in balsamic vinaigrette. Thank you,0.6334781646728516
